Cuenca/Litoral;Estrato menor;Estrato;Sitio desembarco;Método de pesca;mes;Epoca;Sitio_Metodo_Mes;Cuartil_inf;Cuartil_sup
Atrato;Río Atrato;Darién;La Grande;Línea de mano fija continental;7;No patrón;La Grande_Línea de mano fija continental_7;8;8
Atrato;Río Atrato;Darién;La Grande;Red de enmalle de deriva continental;1;No patrón;La Grande_Red de enmalle de deriva continental_1;44;647
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;1;Época alta;La Grande_Red de enmalle fija continental_1;4;91
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;2;Época alta;La Grande_Red de enmalle fija continental_2;4;91
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;3;Época media;La Grande_Red de enmalle fija continental_3;3;51
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;4;Época media;La Grande_Red de enmalle fija continental_4;3;51
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;5;Época baja;La Grande_Red de enmalle fija continental_5;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;6;Época baja;La Grande_Red de enmalle fija continental_6;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;7;Época baja;La Grande_Red de enmalle fija continental_7;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;8;Época baja;La Grande_Red de enmalle fija continental_8;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;9;Época baja;La Grande_Red de enmalle fija continental_9;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;10;Época baja;La Grande_Red de enmalle fija continental_10;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;11;Época baja;La Grande_Red de enmalle fija continental_11;3;35
Atrato;Río Atrato;Darién;La Grande;Red de enmalle fija continental;12;Época alta;La Grande_Red de enmalle fija continental_12;4;91
Atrato;Río Atrato;Darién;Montaño;Línea de mano fija continental;11;No patrón;Montaño_Línea de mano fija continental_11;8;9
Atrato;Río Atrato;Darién;Montaño;Red de enmalle de deriva continental;2;No patrón;Montaño_Red de enmalle de deriva continental_2;76;76
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;1;Época alta;Montaño_Red de enmalle fija continental_1;3;72
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;2;Época alta;Montaño_Red de enmalle fija continental_2;3;72
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;3;Época media;Montaño_Red de enmalle fija continental_3;3;36
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;4;Época media;Montaño_Red de enmalle fija continental_4;3;36
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;5;Época baja;Montaño_Red de enmalle fija continental_5;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;6;Época baja;Montaño_Red de enmalle fija continental_6;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;7;Época baja;Montaño_Red de enmalle fija continental_7;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;8;Época baja;Montaño_Red de enmalle fija continental_8;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;9;Época baja;Montaño_Red de enmalle fija continental_9;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;10;Época baja;Montaño_Red de enmalle fija continental_10;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;11;Época baja;Montaño_Red de enmalle fija continental_11;1;32
Atrato;Río Atrato;Darién;Montaño;Red de enmalle fija continental;12;Época alta;Montaño_Red de enmalle fija continental_12;3;72
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;2;Época alta;Curvaradó_Red de enmalle fija continental_2;5;107
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;3;Época media;Curvaradó_Red de enmalle fija continental_3;3;54
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;4;Época media;Curvaradó_Red de enmalle fija continental_4;3;54
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;5;Época baja;Curvaradó_Red de enmalle fija continental_5;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;6;Época baja;Curvaradó_Red de enmalle fija continental_6;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;7;Época baja;Curvaradó_Red de enmalle fija continental_7;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;8;Época baja;Curvaradó_Red de enmalle fija continental_8;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;9;Época baja;Curvaradó_Red de enmalle fija continental_9;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;10;Época baja;Curvaradó_Red de enmalle fija continental_10;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;11;Época baja;Curvaradó_Red de enmalle fija continental_11;3;37
Atrato;Río Atrato;Darién;Curvaradó;Red de enmalle fija continental;12;Época alta;Curvaradó_Red de enmalle fija continental_12;5;107
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;1;Época alta;Vigía de Curvaradó_Red de enmalle fija continental_1;5;212
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;2;Época alta;Vigía de Curvaradó_Red de enmalle fija continental_2;5;212
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;3;Época media;Vigía de Curvaradó_Red de enmalle fija continental_3;4;74
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;4;Época media;Vigía de Curvaradó_Red de enmalle fija continental_4;4;74
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;5;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_5;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;6;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_6;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;7;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_7;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;8;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_8;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;9;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_9;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;10;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_10;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;11;Época baja;Vigía de Curvaradó_Red de enmalle fija continental_11;1;23
Atrato;Río Atrato;Darién;Vigía de Curvaradó;Red de enmalle fija continental;12;Época alta;Vigía de Curvaradó_Red de enmalle fija continental_12;5;212
Atrato;Río Atrato;Darién;Domingodó;Flecha;7;No patrón;Domingodó_Flecha_7;4;10
Atrato;Río Atrato;Darién;Domingodó;Flecha;9;No patrón;Domingodó_Flecha_9;4;10
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;4;No patrón;Domingodó_Línea de mano fija continental_4;1;21
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;5;No patrón;Domingodó_Línea de mano fija continental_5;1;21
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;6;No patrón;Domingodó_Línea de mano fija continental_6;1;21
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;7;No patrón;Domingodó_Línea de mano fija continental_7;1;21
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;8;No patrón;Domingodó_Línea de mano fija continental_8;1;21
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;9;No patrón;Domingodó_Línea de mano fija continental_9;1;21
Atrato;Río Atrato;Darién;Domingodó;Línea de mano fija continental;10;No patrón;Domingodó_Línea de mano fija continental_10;1;21
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;1;Época alta;Domingodó_Red de enmalle fija continental_1;2;514
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;2;Época alta;Domingodó_Red de enmalle fija continental_2;2;514
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;3;Época media;Domingodó_Red de enmalle fija continental_3;3;47
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;4;Época media;Domingodó_Red de enmalle fija continental_4;3;47
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;5;Época baja;Domingodó_Red de enmalle fija continental_5;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;6;Época baja;Domingodó_Red de enmalle fija continental_6;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;7;Época baja;Domingodó_Red de enmalle fija continental_7;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;8;Época baja;Domingodó_Red de enmalle fija continental_8;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;9;Época baja;Domingodó_Red de enmalle fija continental_9;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;10;Época baja;Domingodó_Red de enmalle fija continental_10;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;11;Época baja;Domingodó_Red de enmalle fija continental_11;0;38
Atrato;Río Atrato;Darién;Domingodó;Red de enmalle fija continental;12;Época alta;Domingodó_Red de enmalle fija continental_12;2;514
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;1;No patrón;Arquimedes_Atarraya_1;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;2;No patrón;Arquimedes_Atarraya_2;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;3;No patrón;Arquimedes_Atarraya_3;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;4;No patrón;Arquimedes_Atarraya_4;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;5;No patrón;Arquimedes_Atarraya_5;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;6;No patrón;Arquimedes_Atarraya_6;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;7;No patrón;Arquimedes_Atarraya_7;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;8;No patrón;Arquimedes_Atarraya_8;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;9;No patrón;Arquimedes_Atarraya_9;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;10;No patrón;Arquimedes_Atarraya_10;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;11;No patrón;Arquimedes_Atarraya_11;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Atarraya;12;No patrón;Arquimedes_Atarraya_12;4;56
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;2;No patrón;Arquimedes_Línea de mano_2;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;3;No patrón;Arquimedes_Línea de mano_3;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;4;No patrón;Arquimedes_Línea de mano_4;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;5;No patrón;Arquimedes_Línea de mano_5;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;6;No patrón;Arquimedes_Línea de mano_6;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;7;No patrón;Arquimedes_Línea de mano_7;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;8;No patrón;Arquimedes_Línea de mano_8;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;9;No patrón;Arquimedes_Línea de mano_9;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;10;No patrón;Arquimedes_Línea de mano_10;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;11;No patrón;Arquimedes_Línea de mano_11;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano;12;No patrón;Arquimedes_Línea de mano_12;0;20
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;1;No patrón;Arquimedes_Línea de mano fija marina_1;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;2;No patrón;Arquimedes_Línea de mano fija marina_2;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;3;No patrón;Arquimedes_Línea de mano fija marina_3;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;4;No patrón;Arquimedes_Línea de mano fija marina_4;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;5;No patrón;Arquimedes_Línea de mano fija marina_5;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;6;No patrón;Arquimedes_Línea de mano fija marina_6;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;7;No patrón;Arquimedes_Línea de mano fija marina_7;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;8;No patrón;Arquimedes_Línea de mano fija marina_8;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;9;No patrón;Arquimedes_Línea de mano fija marina_9;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;10;No patrón;Arquimedes_Línea de mano fija marina_10;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;11;No patrón;Arquimedes_Línea de mano fija marina_11;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Línea de mano fija marina;12;No patrón;Arquimedes_Línea de mano fija marina_12;0;10
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;1;No patrón;Arquimedes_Red de enmalle fija marina_1;1;9
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;2;No patrón;Arquimedes_Red de enmalle fija marina_2;1;9
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;3;No patrón;Arquimedes_Red de enmalle fija marina_3;1;9
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;4;No patrón;Arquimedes_Red de enmalle fija marina_4;1;9
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;5;No patrón;Arquimedes_Red de enmalle fija marina_5;1;9
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;6;No patrón;Arquimedes_Red de enmalle fija marina_6;1;9
Caribe;Caribe Central;Canal del Dique;Arquimedes;Red de enmalle fija marina;12;No patrón;Arquimedes_Red de enmalle fija marina_12;1;9
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;1;No patrón;Champaché_Atarraya_1;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;2;No patrón;Champaché_Atarraya_2;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;3;No patrón;Champaché_Atarraya_3;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;4;No patrón;Champaché_Atarraya_4;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;5;No patrón;Champaché_Atarraya_5;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;6;No patrón;Champaché_Atarraya_6;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;7;No patrón;Champaché_Atarraya_7;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;8;No patrón;Champaché_Atarraya_8;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;9;No patrón;Champaché_Atarraya_9;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;10;No patrón;Champaché_Atarraya_10;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;11;No patrón;Champaché_Atarraya_11;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Atarraya;12;No patrón;Champaché_Atarraya_12;15;77
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;2;No patrón;Champaché_Línea de mano_2;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;3;No patrón;Champaché_Línea de mano_3;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;4;No patrón;Champaché_Línea de mano_4;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;5;No patrón;Champaché_Línea de mano_5;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;6;No patrón;Champaché_Línea de mano_6;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;7;No patrón;Champaché_Línea de mano_7;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;8;No patrón;Champaché_Línea de mano_8;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;9;No patrón;Champaché_Línea de mano_9;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;10;No patrón;Champaché_Línea de mano_10;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;11;No patrón;Champaché_Línea de mano_11;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano;12;No patrón;Champaché_Línea de mano_12;5;35
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;1;No patrón;Champaché_Línea de mano fija marina_1;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;2;No patrón;Champaché_Línea de mano fija marina_2;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;3;No patrón;Champaché_Línea de mano fija marina_3;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;4;No patrón;Champaché_Línea de mano fija marina_4;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;5;No patrón;Champaché_Línea de mano fija marina_5;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;6;No patrón;Champaché_Línea de mano fija marina_6;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;7;No patrón;Champaché_Línea de mano fija marina_7;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;8;No patrón;Champaché_Línea de mano fija marina_8;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;9;No patrón;Champaché_Línea de mano fija marina_9;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;10;No patrón;Champaché_Línea de mano fija marina_10;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;11;No patrón;Champaché_Línea de mano fija marina_11;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Línea de mano fija marina;12;No patrón;Champaché_Línea de mano fija marina_12;3;38
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;1;No patrón;Champaché_Red de enmalle fija marina_1;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;2;No patrón;Champaché_Red de enmalle fija marina_2;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;3;No patrón;Champaché_Red de enmalle fija marina_3;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;4;No patrón;Champaché_Red de enmalle fija marina_4;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;5;No patrón;Champaché_Red de enmalle fija marina_5;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;6;No patrón;Champaché_Red de enmalle fija marina_6;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;7;No patrón;Champaché_Red de enmalle fija marina_7;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;8;No patrón;Champaché_Red de enmalle fija marina_8;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;9;No patrón;Champaché_Red de enmalle fija marina_9;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;10;No patrón;Champaché_Red de enmalle fija marina_10;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;11;No patrón;Champaché_Red de enmalle fija marina_11;3;25
Caribe;Caribe Central;Canal del Dique;Champaché;Red de enmalle fija marina;12;No patrón;Champaché_Red de enmalle fija marina_12;3;25
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;1;No patrón;Codis_Atarraya_1;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;2;No patrón;Codis_Atarraya_2;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;3;No patrón;Codis_Atarraya_3;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;4;No patrón;Codis_Atarraya_4;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;5;No patrón;Codis_Atarraya_5;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;6;No patrón;Codis_Atarraya_6;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;7;No patrón;Codis_Atarraya_7;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;8;No patrón;Codis_Atarraya_8;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;9;No patrón;Codis_Atarraya_9;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;10;No patrón;Codis_Atarraya_10;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;11;No patrón;Codis_Atarraya_11;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Atarraya;12;No patrón;Codis_Atarraya_12;4;20
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;2;No patrón;Codis_Línea de mano_2;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;3;No patrón;Codis_Línea de mano_3;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;4;No patrón;Codis_Línea de mano_4;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;5;No patrón;Codis_Línea de mano_5;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;6;No patrón;Codis_Línea de mano_6;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;7;No patrón;Codis_Línea de mano_7;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;8;No patrón;Codis_Línea de mano_8;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;9;No patrón;Codis_Línea de mano_9;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;10;No patrón;Codis_Línea de mano_10;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;11;No patrón;Codis_Línea de mano_11;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano;12;No patrón;Codis_Línea de mano_12;0;14
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;1;No patrón;Codis_Línea de mano fija marina_1;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;2;No patrón;Codis_Línea de mano fija marina_2;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;3;No patrón;Codis_Línea de mano fija marina_3;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;4;No patrón;Codis_Línea de mano fija marina_4;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;5;No patrón;Codis_Línea de mano fija marina_5;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;6;No patrón;Codis_Línea de mano fija marina_6;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;7;No patrón;Codis_Línea de mano fija marina_7;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;8;No patrón;Codis_Línea de mano fija marina_8;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;9;No patrón;Codis_Línea de mano fija marina_9;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;10;No patrón;Codis_Línea de mano fija marina_10;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;11;No patrón;Codis_Línea de mano fija marina_11;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Línea de mano fija marina;12;No patrón;Codis_Línea de mano fija marina_12;0;15
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;1;No patrón;Codis_Red de enmalle fija marina_1;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;2;No patrón;Codis_Red de enmalle fija marina_2;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;3;No patrón;Codis_Red de enmalle fija marina_3;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;4;No patrón;Codis_Red de enmalle fija marina_4;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;5;No patrón;Codis_Red de enmalle fija marina_5;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;6;No patrón;Codis_Red de enmalle fija marina_6;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;7;No patrón;Codis_Red de enmalle fija marina_7;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;8;No patrón;Codis_Red de enmalle fija marina_8;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;9;No patrón;Codis_Red de enmalle fija marina_9;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;10;No patrón;Codis_Red de enmalle fija marina_10;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;11;No patrón;Codis_Red de enmalle fija marina_11;2;51
Caribe;Caribe Central;Canal del Dique;Codis;Red de enmalle fija marina;12;No patrón;Codis_Red de enmalle fija marina_12;2;51
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;1;No patrón;La Punta_Buceo de caracol_1;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;2;No patrón;La Punta_Buceo de caracol_2;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;3;No patrón;La Punta_Buceo de caracol_3;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;4;No patrón;La Punta_Buceo de caracol_4;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;5;No patrón;La Punta_Buceo de caracol_5;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;6;No patrón;La Punta_Buceo de caracol_6;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;7;No patrón;La Punta_Buceo de caracol_7;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;8;No patrón;La Punta_Buceo de caracol_8;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;9;No patrón;La Punta_Buceo de caracol_9;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;10;No patrón;La Punta_Buceo de caracol_10;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;11;No patrón;La Punta_Buceo de caracol_11;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo de caracol;12;No patrón;La Punta_Buceo de caracol_12;4;27
Caribe;Caribe Central;Canal del Dique;La Punta;Buceo marino mixto;1;No patrón;La Punta_Buceo marino mixto_1;3;21
