Cuenca/Litoral;Estrato menor;Estrato;Sitio desembarco;Método de pesca;mes;Epoca;Sitio_Metodo_Mes;Cuartil_inf;Cuartil_sup
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;1;No patrón;Puerto Franco_Red de encierro rastra_1;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;2;No patrón;Puerto Franco_Red de encierro rastra_2;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;3;No patrón;Puerto Franco_Red de encierro rastra_3;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;4;No patrón;Puerto Franco_Red de encierro rastra_4;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;5;No patrón;Puerto Franco_Red de encierro rastra_5;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;6;No patrón;Puerto Franco_Red de encierro rastra_6;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;7;No patrón;Puerto Franco_Red de encierro rastra_7;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;8;No patrón;Puerto Franco_Red de encierro rastra_8;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de encierro rastra;9;No patrón;Puerto Franco_Red de encierro rastra_9;19;384
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;1;No patrón;Puerto Franco_Red de enmalle fija continental_1;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;2;No patrón;Puerto Franco_Red de enmalle fija continental_2;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;3;No patrón;Puerto Franco_Red de enmalle fija continental_3;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;4;No patrón;Puerto Franco_Red de enmalle fija continental_4;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;5;No patrón;Puerto Franco_Red de enmalle fija continental_5;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;6;No patrón;Puerto Franco_Red de enmalle fija continental_6;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;7;No patrón;Puerto Franco_Red de enmalle fija continental_7;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;8;No patrón;Puerto Franco_Red de enmalle fija continental_8;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;9;No patrón;Puerto Franco_Red de enmalle fija continental_9;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;10;No patrón;Puerto Franco_Red de enmalle fija continental_10;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;11;No patrón;Puerto Franco_Red de enmalle fija continental_11;4;61
Magdalena;Río San Jorge;Río San Jorge;Puerto Franco;Red de enmalle fija continental;12;No patrón;Puerto Franco_Red de enmalle fija continental_12;4;61
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;1;No patrón;Cispataca_Atarraya_1;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;2;No patrón;Cispataca_Atarraya_2;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;3;No patrón;Cispataca_Atarraya_3;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;4;No patrón;Cispataca_Atarraya_4;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;5;No patrón;Cispataca_Atarraya_5;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;6;No patrón;Cispataca_Atarraya_6;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;7;No patrón;Cispataca_Atarraya_7;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;8;No patrón;Cispataca_Atarraya_8;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;9;No patrón;Cispataca_Atarraya_9;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;10;No patrón;Cispataca_Atarraya_10;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;11;No patrón;Cispataca_Atarraya_11;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Atarraya;12;No patrón;Cispataca_Atarraya_12;4;42
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Chinchorro continental;1;No patrón;Cispataca_Chinchorro continental_1;9;207
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Chinchorro continental;2;No patrón;Cispataca_Chinchorro continental_2;9;207
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Chinchorro continental;3;No patrón;Cispataca_Chinchorro continental_3;9;207
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Chinchorro continental;4;No patrón;Cispataca_Chinchorro continental_4;9;207
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Chinchorro continental;5;No patrón;Cispataca_Chinchorro continental_5;9;207
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Chinchorro continental;6;No patrón;Cispataca_Chinchorro continental_6;9;207
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;5;No patrón;Cispataca_Nasas de Peces_5;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;7;No patrón;Cispataca_Nasas de Peces_7;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;8;No patrón;Cispataca_Nasas de Peces_8;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;9;No patrón;Cispataca_Nasas de Peces_9;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;10;No patrón;Cispataca_Nasas de Peces_10;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;11;No patrón;Cispataca_Nasas de Peces_11;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Nasas de Peces;12;No patrón;Cispataca_Nasas de Peces_12;3;39
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Palangre calandrio;10;No patrón;Cispataca_Palangre calandrio_10;10;10
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de deriva continental;1;No patrón;Cispataca_Red de enmalle de deriva continental_1;3;186
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de deriva continental;7;No patrón;Cispataca_Red de enmalle de deriva continental_7;3;186
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de deriva continental;8;No patrón;Cispataca_Red de enmalle de deriva continental_8;3;186
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de deriva continental;9;No patrón;Cispataca_Red de enmalle de deriva continental_9;3;186
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de deriva continental;11;No patrón;Cispataca_Red de enmalle de deriva continental_11;3;186
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de deriva continental;12;No patrón;Cispataca_Red de enmalle de deriva continental_12;3;186
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;2;No patrón;Cispataca_Red de enmalle de encierro continental_2;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;3;No patrón;Cispataca_Red de enmalle de encierro continental_3;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;4;No patrón;Cispataca_Red de enmalle de encierro continental_4;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;5;No patrón;Cispataca_Red de enmalle de encierro continental_5;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;6;No patrón;Cispataca_Red de enmalle de encierro continental_6;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;7;No patrón;Cispataca_Red de enmalle de encierro continental_7;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;10;No patrón;Cispataca_Red de enmalle de encierro continental_10;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;11;No patrón;Cispataca_Red de enmalle de encierro continental_11;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle de encierro continental;12;No patrón;Cispataca_Red de enmalle de encierro continental_12;6;131
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;1;No patrón;Cispataca_Red de enmalle fija continental_1;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;2;No patrón;Cispataca_Red de enmalle fija continental_2;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;3;No patrón;Cispataca_Red de enmalle fija continental_3;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;4;No patrón;Cispataca_Red de enmalle fija continental_4;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;5;No patrón;Cispataca_Red de enmalle fija continental_5;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;6;No patrón;Cispataca_Red de enmalle fija continental_6;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;7;No patrón;Cispataca_Red de enmalle fija continental_7;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;8;No patrón;Cispataca_Red de enmalle fija continental_8;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;9;No patrón;Cispataca_Red de enmalle fija continental_9;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;10;No patrón;Cispataca_Red de enmalle fija continental_10;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;11;No patrón;Cispataca_Red de enmalle fija continental_11;2;28
Magdalena;Río San Jorge;Río San Jorge;Cispataca;Red de enmalle fija continental;12;No patrón;Cispataca_Red de enmalle fija continental_12;2;28
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;1;No patrón;Doña Ana_Atarraya_1;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;4;No patrón;Doña Ana_Atarraya_4;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;5;No patrón;Doña Ana_Atarraya_5;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;7;No patrón;Doña Ana_Atarraya_7;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;8;No patrón;Doña Ana_Atarraya_8;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;9;No patrón;Doña Ana_Atarraya_9;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;10;No patrón;Doña Ana_Atarraya_10;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;11;No patrón;Doña Ana_Atarraya_11;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Atarraya;12;No patrón;Doña Ana_Atarraya_12;3;13
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;2;No patrón;Doña Ana_Chinchorro continental_2;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;3;No patrón;Doña Ana_Chinchorro continental_3;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;4;No patrón;Doña Ana_Chinchorro continental_4;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;5;No patrón;Doña Ana_Chinchorro continental_5;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;6;No patrón;Doña Ana_Chinchorro continental_6;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;7;No patrón;Doña Ana_Chinchorro continental_7;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;8;No patrón;Doña Ana_Chinchorro continental_8;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;9;No patrón;Doña Ana_Chinchorro continental_9;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;10;No patrón;Doña Ana_Chinchorro continental_10;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;11;No patrón;Doña Ana_Chinchorro continental_11;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Chinchorro continental;12;No patrón;Doña Ana_Chinchorro continental_12;16;124
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;1;No patrón;Doña Ana_Palangre calandrio_1;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;2;No patrón;Doña Ana_Palangre calandrio_2;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;4;No patrón;Doña Ana_Palangre calandrio_4;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;5;No patrón;Doña Ana_Palangre calandrio_5;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;6;No patrón;Doña Ana_Palangre calandrio_6;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;7;No patrón;Doña Ana_Palangre calandrio_7;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;8;No patrón;Doña Ana_Palangre calandrio_8;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;9;No patrón;Doña Ana_Palangre calandrio_9;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;10;No patrón;Doña Ana_Palangre calandrio_10;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;11;No patrón;Doña Ana_Palangre calandrio_11;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Palangre calandrio;12;No patrón;Doña Ana_Palangre calandrio_12;2;15
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle de deriva continental;1;No patrón;Doña Ana_Red de enmalle de deriva continental_1;4;16
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle de deriva continental;11;No patrón;Doña Ana_Red de enmalle de deriva continental_11;4;16
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle de encierro continental;1;No patrón;Doña Ana_Red de enmalle de encierro continental_1;12;170
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle de encierro continental;2;No patrón;Doña Ana_Red de enmalle de encierro continental_2;12;170
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle de encierro continental;3;No patrón;Doña Ana_Red de enmalle de encierro continental_3;12;170
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle de encierro continental;12;No patrón;Doña Ana_Red de enmalle de encierro continental_12;12;170
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;1;No patrón;Doña Ana_Red de enmalle fija continental_1;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;2;No patrón;Doña Ana_Red de enmalle fija continental_2;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;3;No patrón;Doña Ana_Red de enmalle fija continental_3;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;4;No patrón;Doña Ana_Red de enmalle fija continental_4;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;5;No patrón;Doña Ana_Red de enmalle fija continental_5;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;6;No patrón;Doña Ana_Red de enmalle fija continental_6;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;7;No patrón;Doña Ana_Red de enmalle fija continental_7;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;8;No patrón;Doña Ana_Red de enmalle fija continental_8;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;9;No patrón;Doña Ana_Red de enmalle fija continental_9;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;10;No patrón;Doña Ana_Red de enmalle fija continental_10;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;11;No patrón;Doña Ana_Red de enmalle fija continental_11;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle fija continental;12;No patrón;Doña Ana_Red de enmalle fija continental_12;2;36
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle zangarreo;4;No patrón;Doña Ana_Red de enmalle zangarreo_4;4;50
Magdalena;Río San Jorge;Río San Jorge;Doña Ana;Red de enmalle zangarreo;5;No patrón;Doña Ana_Red de enmalle zangarreo_5;4;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;1;No patrón;Villanueva_Atarraya_1;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;2;No patrón;Villanueva_Atarraya_2;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;3;No patrón;Villanueva_Atarraya_3;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;4;No patrón;Villanueva_Atarraya_4;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;5;No patrón;Villanueva_Atarraya_5;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;6;No patrón;Villanueva_Atarraya_6;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;7;No patrón;Villanueva_Atarraya_7;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;8;No patrón;Villanueva_Atarraya_8;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;9;No patrón;Villanueva_Atarraya_9;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;10;No patrón;Villanueva_Atarraya_10;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;11;No patrón;Villanueva_Atarraya_11;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Atarraya;12;No patrón;Villanueva_Atarraya_12;3;30
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Chinchorro continental;2;No patrón;Villanueva_Chinchorro continental_2;9;209
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Chinchorro continental;3;No patrón;Villanueva_Chinchorro continental_3;9;209
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Chinchorro continental;4;No patrón;Villanueva_Chinchorro continental_4;9;209
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Chinchorro continental;5;No patrón;Villanueva_Chinchorro continental_5;9;209
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Chinchorro continental;6;No patrón;Villanueva_Chinchorro continental_6;9;209
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Nasas de Peces;7;No patrón;Villanueva_Nasas de Peces_7;5;32
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Nasas de Peces;8;No patrón;Villanueva_Nasas de Peces_8;5;32
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Nasas de Peces;9;No patrón;Villanueva_Nasas de Peces_9;5;32
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Nasas de Peces;10;No patrón;Villanueva_Nasas de Peces_10;5;32
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Nasas de Peces;11;No patrón;Villanueva_Nasas de Peces_11;5;32
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Nasas de Peces;12;No patrón;Villanueva_Nasas de Peces_12;5;32
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Palangre calandrio;7;No patrón;Villanueva_Palangre calandrio_7;3;7
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Palangre calandrio;8;No patrón;Villanueva_Palangre calandrio_8;3;7
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Palangre calandrio;9;No patrón;Villanueva_Palangre calandrio_9;3;7
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Palangre calandrio;10;No patrón;Villanueva_Palangre calandrio_10;3;7
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Palangre calandrio;11;No patrón;Villanueva_Palangre calandrio_11;3;7
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Palangre calandrio;12;No patrón;Villanueva_Palangre calandrio_12;3;7
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;1;No patrón;Villanueva_Red de enmalle de deriva continental_1;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;2;No patrón;Villanueva_Red de enmalle de deriva continental_2;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;3;No patrón;Villanueva_Red de enmalle de deriva continental_3;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;5;No patrón;Villanueva_Red de enmalle de deriva continental_5;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;6;No patrón;Villanueva_Red de enmalle de deriva continental_6;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;7;No patrón;Villanueva_Red de enmalle de deriva continental_7;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;8;No patrón;Villanueva_Red de enmalle de deriva continental_8;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;9;No patrón;Villanueva_Red de enmalle de deriva continental_9;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;10;No patrón;Villanueva_Red de enmalle de deriva continental_10;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;11;No patrón;Villanueva_Red de enmalle de deriva continental_11;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de deriva continental;12;No patrón;Villanueva_Red de enmalle de deriva continental_12;3;50
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;1;No patrón;Villanueva_Red de enmalle de encierro continental_1;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;2;No patrón;Villanueva_Red de enmalle de encierro continental_2;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;3;No patrón;Villanueva_Red de enmalle de encierro continental_3;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;4;No patrón;Villanueva_Red de enmalle de encierro continental_4;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;5;No patrón;Villanueva_Red de enmalle de encierro continental_5;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;6;No patrón;Villanueva_Red de enmalle de encierro continental_6;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;7;No patrón;Villanueva_Red de enmalle de encierro continental_7;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;8;No patrón;Villanueva_Red de enmalle de encierro continental_8;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;9;No patrón;Villanueva_Red de enmalle de encierro continental_9;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;10;No patrón;Villanueva_Red de enmalle de encierro continental_10;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;11;No patrón;Villanueva_Red de enmalle de encierro continental_11;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle de encierro continental;12;No patrón;Villanueva_Red de enmalle de encierro continental_12;6;143
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;1;No patrón;Villanueva_Red de enmalle fija continental_1;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;2;No patrón;Villanueva_Red de enmalle fija continental_2;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;3;No patrón;Villanueva_Red de enmalle fija continental_3;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;4;No patrón;Villanueva_Red de enmalle fija continental_4;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;5;No patrón;Villanueva_Red de enmalle fija continental_5;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;6;No patrón;Villanueva_Red de enmalle fija continental_6;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;7;No patrón;Villanueva_Red de enmalle fija continental_7;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;8;No patrón;Villanueva_Red de enmalle fija continental_8;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;9;No patrón;Villanueva_Red de enmalle fija continental_9;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;10;No patrón;Villanueva_Red de enmalle fija continental_10;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;11;No patrón;Villanueva_Red de enmalle fija continental_11;1;17
Magdalena;Río San Jorge;Río San Jorge;Villanueva;Red de enmalle fija continental;12;No patrón;Villanueva_Red de enmalle fija continental_12;1;17
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;1;No patrón;Belén (San Marcos)_Atarraya_1;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;2;No patrón;Belén (San Marcos)_Atarraya_2;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;3;No patrón;Belén (San Marcos)_Atarraya_3;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;4;No patrón;Belén (San Marcos)_Atarraya_4;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;5;No patrón;Belén (San Marcos)_Atarraya_5;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;6;No patrón;Belén (San Marcos)_Atarraya_6;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;7;No patrón;Belén (San Marcos)_Atarraya_7;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;8;No patrón;Belén (San Marcos)_Atarraya_8;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;9;No patrón;Belén (San Marcos)_Atarraya_9;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;10;No patrón;Belén (San Marcos)_Atarraya_10;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;11;No patrón;Belén (San Marcos)_Atarraya_11;6;50
Magdalena;Río San Jorge;Río San Jorge;Belén (San Marcos);Atarraya;12;No patrón;Belén (San Marcos)_Atarraya_12;6;50
