Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Forma de presentación
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Eviscerado
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Eviscerado enhielado
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Eviscerado fresco
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Entero fresco
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Eviscerado fresco
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Descabezado
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Entero
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Entero enhielado
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Entero fresco
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado enhielado
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado fresco
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Entero
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Entero enhielado
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Entero fresco
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Eviscerado
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Eviscerado enhielado
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Eviscerado fresco
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Entero enhielado
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Entero fresco
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Eviscerado
Pacífico;Peces;PezOseo;Pontinus furcirhinus;Guereguere;Descabezado
Pacífico;Peces;PezOseo;Pontinus furcirhinus;Guereguere;Eviscerado
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Entero enhielado
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Entero fresco
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Eviscerado
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Descabezado
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Colas
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Colas congeladas
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Entero
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Entero enhielado
Pacífico;Peces;PezOseo;Pseudobalistes naufragium;Pejepuerco, Jabonera;Eviscerado enhielado
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Entero
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Entero enhielado
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Entero
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Entero enhielado
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Entero fresco
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Eviscerado
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Eviscerado enhielado
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Eviscerado fresco
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Entero
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Entero fresco
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Eviscerado
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Entero fresco
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Eviscerado
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Eviscerado fresco
Pacífico;Peces;PezOseo;Rhonciscus branickii;Kiskis;Entero fresco
Pacífico;Peces;PezOseo;Rhonciscus branickii;Kiskis;Eviscerado
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Descabezado
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Entero
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Entero fresco
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Eviscerado
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Eviscerado enhielado
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Descabezado
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Entero fresco
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Eviscerado
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Eviscerado enhielado
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Entero
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Entero enhielado
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Entero fresco
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado enhielado
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado fresco
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Descabezado
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Entero
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Entero enhielado
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Entero fresco
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado con gónada
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado congelado
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado enhielado
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado fresco
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Entero
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Entero enhielado
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Entero fresco
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Eviscerado
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Eviscerado fresco
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Entero
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Entero enhielado
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Entero fresco
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Eviscerado
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Entero
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Entero enhielado
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Entero fresco
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado enhielado
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Eviscerado fresco
Pacífico;Peces;PezOseo;Seriola lalandi;Bravo;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Entero
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Entero enhielado
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Entero fresco
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado enhielado
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado fresco
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Descabezado
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Entero
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Entero congelado
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Entero enhielado
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Entero fresco
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado congelado
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado enhielado
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Serranidos;Chernas;Eviscerado
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Descabezado
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Entero
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Eviscerado
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Eviscerado fresco
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Descabezado
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Entero
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Entero enhielado
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Entero fresco
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado con gónada
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado congelado
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado enhielado
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado fresco
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Entero enhielado
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Entero fresco
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Eviscerado enhielado
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Descabezado
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Eviscerado enhielado
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Entero
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Eviscerado
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Entero
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Eviscerado
Pacífico;Peces;PezOseo;Sufflamen verres;Porroporro;Entero fresco
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Entero fresco
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Eviscerado
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Eviscerado enhielado
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Eviscerado fresco
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Descabezado
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Entero
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Entero fresco
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado enhielado
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Eviscerado fresco
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Tronco
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Descabezado
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Eviscerado
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Entero enhielado
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Entero fresco
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Eviscerado
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Entero
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Entero enhielado
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Entero fresco
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Eviscerado
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Eviscerado enhielado
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Eviscerado fresco
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Entero
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Entero enhielado
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Entero fresco
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Eviscerado
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Entero enhielado
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Entero fresco
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Eviscerado
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Eviscerado enhielado
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Eviscerado fresco
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Entero
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Entero fresco
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Eviscerado
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Colas
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Colas congeladas
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Descabezado
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Entero
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Entero enhielado
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Descabezado
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Entero
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Entero enhielado
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Entero fresco
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Eviscerado
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Descabezado
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Entero
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Entero fresco
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Eviscerado
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Tronco
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Descabezado
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Entero fresco
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Eviscerado enhielado
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Eviscerado fresco
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Entero enhielado
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Entero fresco
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Entero enhielado
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Entero fresco
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Eviscerado
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Eviscerado enhielado
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Eviscerado fresco
Pacífico;Peces;PezOseo;Uraspis helvola;Castalia;Eviscerado enhielado
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Entero
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Entero enhielado
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Entero fresco
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Entero
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Entero fresco
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Colas
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Colas congeladas
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Entero
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Entero enhielado
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Entero fresco
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero congelado
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero enhielado
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero fresco
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado enhielado
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado fresco
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Salpreso
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Entero
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Eviscerado
Atrato;Peces;PezOseo;Astyanax atratoensis;Sardina lunareja;Entero fresco
Atrato;Peces;PezOseo;Astyanax fasciatus;Sardina rabicolorada;Entero fresco
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Entero
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Eviscerado
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Entero
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Eviscerado
Atrato;Peces;PezOseo;Batrochoglanis transmontanus;Sapian;Entero fresco
Atrato;Peces;PezOseo;Brycon meeki;Sábalo de río;Entero
Atrato;Peces;PezOseo;Brycon meeki;Sábalo de río;Entero fresco
Atrato;Peces;PezOseo;Brycon meeki;Sábalo de río;Eviscerado fresco
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Entero
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Entero fresco
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Eviscerado
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Eviscerado fresco
Atrato;Peces;PezOseo;Brycon oligolepis;Zabaleta de Castilla;Entero fresco
Atrato;Peces;PezOseo;Brycon sp.;Singo;Entero
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero congelado
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero enhielado
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero fresco
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado enhielado
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado fresco
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Entero fresco
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Entero
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Eviscerado
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Entero
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Eviscerado
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero fresco
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado fresco
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero fresco
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado fresco
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Entero fresco
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Entero fresco
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Eviscerado fresco
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Entero
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Eviscerado
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero enhielado
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero fresco
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Eviscerado fresco
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Eviscerado
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Entero
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Entero fresco
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Eviscerado
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Entero
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Eviscerado
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Entero
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Entero fresco
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Entero fresco
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero congelado
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero enhielado
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero fresco
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado enhielado
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado fresco
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Salpreso
Atrato;Peces;PezOseo;Hypostomus holostictus;Guacuco;Entero
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero fresco
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado fresco
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Entero
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Entero enhielado
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Entero fresco
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Eviscerado
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Eviscerado enhielado
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Eviscerado fresco
Atrato;Peces;PezOseo;Joturus pichardi;Besote;Entero fresco
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero enhielado
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Entero fresco
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Eviscerado
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Eviscerado fresco
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Entero fresco
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Eviscerado fresco
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero enhielado
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero fresco
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado enhielado
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado fresco
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Salpreso
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Entero
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Entero fresco
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Eviscerado
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Entero fresco
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Eviscerado fresco
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Entero
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Eviscerado
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Entero
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Entero enhielado
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Entero fresco
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado enhielado
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado fresco
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Entero fresco
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Entero
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Entero enhielado
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Entero fresco
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Eviscerado fresco
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Entero fresco
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero congelado
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero enhielado
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Entero fresco
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado enhielado
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Eviscerado fresco
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Salpreso
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Entero
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Entero fresco
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Eviscerado
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Entero
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Entero enhielado
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Entero fresco
