Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Forma de presentación
Caribe;Peces;PezOseo;Ablennes hians;Agujón sable;Entero enhielado
Caribe;Peces;PezOseo;Ablennes hians;Agujón sable;Entero fresco
Caribe;Peces;PezOseo;Ablennes hians;Agujón sable;Eviscerado fresco
Caribe;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Entero enhielado
Caribe;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Entero fresco
Caribe;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Eviscerado enhielado
Caribe;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Eviscerado fresco
Caribe;Peces;PezOseo;Acanthurus bahianus;Navajero verde;Entero enhielado
Caribe;Peces;PezOseo;Acanthurus bahianus;Navajero verde;Entero fresco
Caribe;Peces;PezOseo;Acanthurus bahianus;Navajero verde;Eviscerado fresco
Caribe;Peces;PezOseo;Acanthurus chirurgus;Navajero café;Entero fresco
Caribe;Peces;PezOseo;Acanthurus coeruleus;Navajero azul;Entero fresco
Caribe;Peces;PezOseo;Acanthurus spp.;Navajero;Entero enhielado
Caribe;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero enhielado
Caribe;Peces;PezOseo;Ageneiosus pardalis;Doncella;Entero fresco
Caribe;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado enhielado
Caribe;Peces;PezOseo;Ageneiosus pardalis;Doncella;Eviscerado fresco
Caribe;Peces;PezOseo;Albula vulpes;Pez ratón;Entero enhielado
Caribe;Peces;PezOseo;Albula vulpes;Pez ratón;Entero fresco
Caribe;Peces;PezOseo;Albula vulpes;Pez ratón;Eviscerado fresco
Caribe;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Entero enhielado
Caribe;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Entero fresco
Caribe;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Eviscerado enhielado
Caribe;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Eviscerado fresco
Caribe;Peces;PezOseo;Aluterus monoceros;Marfilillo;Entero fresco
Caribe;Peces;PezOseo;Anchoa spinifer;Anchoa de fondo;Eviscerado fresco
Caribe;Peces;PezOseo;Andinoacara latifrons;Mojarra azulera, Cabeza de piedra;Entero enhielado
Caribe;Peces;PezOseo;Anisotremus surinamensis;Pez burro, Cabo martín, Mojarra de piedra;Entero enhielado
Caribe;Peces;PezOseo;Anisotremus surinamensis;Pez burro, Cabo martín, Mojarra de piedra;Entero fresco
Caribe;Peces;PezOseo;Anisotremus surinamensis;Pez burro, Cabo martín, Mojarra de piedra;Eviscerado enhielado
Caribe;Peces;PezOseo;Anisotremus surinamensis;Pez burro, Cabo martín, Mojarra de piedra;Eviscerado fresco
Caribe;Peces;PezOseo;Anisotremus virginicus;Catalina, Mono;Entero enhielado
Caribe;Peces;PezOseo;Anisotremus virginicus;Catalina, Mono;Entero fresco
Caribe;Peces;PezOseo;Anisotremus virginicus;Catalina, Mono;Eviscerado fresco
Caribe;Moluscos;Bivalvo;Anomalocardia brasiliana, Donax spp.;Chipichipi;Entero enhielado
Caribe;Peces;PezOseo;Apsilus dentatus;Pargo mulato;Eviscerado
Caribe;Peces;PezOseo;Apsilus dentatus;Pargo mulato;Eviscerado enhielado
Caribe;Peces;PezOseo;Archosargus probatocephalus;Sargo chopa;Entero fresco
Caribe;Peces;PezOseo;Archosargus rhomboidalis;Sargo amarillo, Mojarra amarilla;Entero enhielado
Caribe;Peces;PezOseo;Archosargus rhomboidalis;Sargo amarillo, Mojarra amarilla;Entero fresco
Caribe;Peces;PezOseo;Archosargus rhomboidalis;Sargo amarillo, Mojarra amarilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Archosargus rhomboidalis;Sargo amarillo, Mojarra amarilla;Eviscerado fresco
Caribe;Peces;PezOseo;Ariidae;Bagres  Ariidae;Entero fresco
Caribe;Peces;PezOseo;Ariidae;Bagres  Ariidae;Eviscerado fresco
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Entero
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Entero enhielado
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Entero fresco
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Eviscerado
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Eviscerado con gónada
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Eviscerado enhielado
Caribe;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Eviscerado fresco
Caribe;Peces;PezOseo;Auxis rochei;Cachorreta alacorta;Entero fresco
Caribe;Peces;PezOseo;Auxis thazard;Cachorreta;Entero enhielado
Caribe;Peces;PezOseo;Auxis thazard;Cachorreta;Entero fresco
Caribe;Peces;PezOseo;Auxis thazard;Cachorreta;Eviscerado enhielado
Caribe;Peces;PezOseo;Auxis thazard;Cachorreta;Eviscerado fresco
Caribe;Peces;PezOseo;Bagre bagre;Bagre blanco;Entero enhielado
Caribe;Peces;PezOseo;Bagre bagre;Bagre blanco;Entero fresco
Caribe;Peces;PezOseo;Bagre bagre;Bagre blanco;Eviscerado enhielado
Caribe;Peces;PezOseo;Bagre bagre;Bagre blanco;Eviscerado fresco
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Entero
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Entero enhielado
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Entero fresco
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Eviscerado
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Eviscerado con gónada
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Eviscerado enhielado
Caribe;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Eviscerado fresco
Caribe;Peces;PezOseo;Bairdiella ronchus;Corvina blanca;Entero enhielado
Caribe;Peces;PezOseo;Bairdiella ronchus;Corvina blanca;Entero fresco
Caribe;Peces;PezOseo;Bairdiella ronchus;Corvina blanca;Eviscerado
Caribe;Peces;PezOseo;Bairdiella ronchus;Corvina blanca;Eviscerado con gónada
Caribe;Peces;PezOseo;Bairdiella ronchus;Corvina blanca;Eviscerado enhielado
Caribe;Peces;PezOseo;Bairdiella ronchus;Corvina blanca;Eviscerado fresco
Caribe;Peces;PezOseo;Balistes capriscus;Cachua gris, Pejepuerco gris;Entero enhielado
Caribe;Peces;PezOseo;Balistes capriscus;Cachua gris, Pejepuerco gris;Entero fresco
Caribe;Peces;PezOseo;Balistes capriscus;Cachua gris, Pejepuerco gris;Eviscerado enhielado
Caribe;Peces;PezOseo;Balistes capriscus;Cachua gris, Pejepuerco gris;Eviscerado fresco
Caribe;Peces;PezOseo;Balistes vetula;Cachua azul;Entero enhielado
Caribe;Peces;PezOseo;Balistes vetula;Cachua azul;Entero fresco
Caribe;Peces;PezOseo;Balistes vetula;Cachua azul;Eviscerado enhielado
Caribe;Peces;PezOseo;Balistes vetula;Cachua azul;Eviscerado fresco
Caribe;Peces;PezOseo;Batrachoides surinamensis;Guasa sureña;Entero fresco
Caribe;Peces;PezOseo;Bothus lunatus;Lenguado amarillo;Entero fresco
Caribe;Peces;PezOseo;Bothus lunatus;Lenguado amarillo;Eviscerado fresco
Caribe;Peces;PezOseo;Brycon sinuensis;Dorada, Mueluda;Eviscerado fresco
Caribe;Peces;PezOseo;Calamus calamus;Pluma calamo;Entero enhielado
Caribe;Peces;PezOseo;Calamus calamus;Pluma calamo;Entero fresco
Caribe;Peces;PezOseo;Calamus calamus;Pluma calamo;Eviscerado enhielado
Caribe;Peces;PezOseo;Calamus calamus;Pluma calamo;Eviscerado fresco
Caribe;Peces;PezOseo;Calamus penna;Pluma cachicato;Entero
Caribe;Peces;PezOseo;Calamus penna;Pluma cachicato;Entero enhielado
Caribe;Peces;PezOseo;Calamus penna;Pluma cachicato;Entero fresco
Caribe;Peces;PezOseo;Calamus penna;Pluma cachicato;Eviscerado enhielado
Caribe;Peces;PezOseo;Calamus penna;Pluma cachicato;Eviscerado fresco
Caribe;Peces;PezOseo;Calamus spp.;Pluma;Entero fresco
Caribe;Crustáceos;Jaiba;Callinectes bocourti;Jaiba roja;Carne
Caribe;Crustáceos;Jaiba;Callinectes bocourti;Jaiba roja;Entero
Caribe;Crustáceos;Jaiba;Callinectes bocourti;Jaiba roja;Entero enhielado
Caribe;Crustáceos;Jaiba;Callinectes bocourti;Jaiba roja;Entero fresco
Caribe;Crustáceos;Jaiba;Callinectes sapidus;Jaiba azul;Carne
Caribe;Crustáceos;Jaiba;Callinectes sapidus;Jaiba azul;Entero enhielado
Caribe;Crustáceos;Jaiba;Callinectes sapidus;Jaiba azul;Entero fresco
Caribe;Peces;PezOseo;Canthidermis maculata;Chancho;Eviscerado enhielado
Caribe;Peces;PezOseo;Canthidermis maculata;Chancho;Eviscerado fresco
Caribe;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero enhielado
Caribe;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Entero fresco
Caribe;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Eviscerado fresco
Caribe;Peces;PezOseo;Caranx bartholomaei;Cojinoa amarilla, Cojinoa tumana;Entero enhielado
Caribe;Peces;PezOseo;Caranx bartholomaei;Cojinoa amarilla, Cojinoa tumana;Entero fresco
Caribe;Peces;PezOseo;Caranx bartholomaei;Cojinoa amarilla, Cojinoa tumana;Eviscerado
Caribe;Peces;PezOseo;Caranx bartholomaei;Cojinoa amarilla, Cojinoa tumana;Eviscerado enhielado
Caribe;Peces;PezOseo;Caranx bartholomaei;Cojinoa amarilla, Cojinoa tumana;Eviscerado fresco
Caribe;Peces;PezOseo;Caranx crysos;Cojinoa caranegra;Entero enhielado
Caribe;Peces;PezOseo;Caranx crysos;Cojinoa caranegra;Entero fresco
Caribe;Peces;PezOseo;Caranx crysos;Cojinoa caranegra;Eviscerado
Caribe;Peces;PezOseo;Caranx crysos;Cojinoa caranegra;Eviscerado enhielado
Caribe;Peces;PezOseo;Caranx crysos;Cojinoa caranegra;Eviscerado fresco
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Entero
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Entero enhielado
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Entero fresco
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Eviscerado
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Eviscerado con gónada
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Caranx hippos;Jurel aleta amarilla;Eviscerado fresco
Caribe;Peces;PezOseo;Caranx latus;Jurel ojón, Jurel blanco;Entero enhielado
Caribe;Peces;PezOseo;Caranx latus;Jurel ojón, Jurel blanco;Entero fresco
Caribe;Peces;PezOseo;Caranx latus;Jurel ojón, Jurel blanco;Eviscerado
Caribe;Peces;PezOseo;Caranx latus;Jurel ojón, Jurel blanco;Eviscerado enhielado
Caribe;Peces;PezOseo;Caranx latus;Jurel ojón, Jurel blanco;Eviscerado fresco
Caribe;Peces;PezOseo;Caranx lugubris;Jurel negro;Eviscerado enhielado
Caribe;Peces;PezOseo;Caranx ruber;Cojinoa banda azul;Entero enhielado
Caribe;Peces;PezOseo;Caranx ruber;Cojinoa banda azul;Entero fresco
Caribe;Peces;PezOseo;Caranx ruber;Cojinoa banda azul;Eviscerado
Caribe;Peces;PezOseo;Caranx ruber;Cojinoa banda azul;Eviscerado enhielado
Caribe;Peces;PezOseo;Caranx ruber;Cojinoa banda azul;Eviscerado fresco
Caribe;Moluscos;Bivalvo;Caryocorbula caribaea;Caracolito;Carne
Caribe;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Entero
Caribe;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Entero enhielado
Caribe;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Entero fresco
Caribe;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Eviscerado
Caribe;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Eviscerado enhielado
Caribe;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Eviscerado fresco
Caribe;Peces;PezOseo;Cathorops wayuu;Chivo mapalé guajiro;Entero enhielado
Caribe;Peces;PezOseo;Cathorops wayuu;Chivo mapalé guajiro;Entero fresco
Caribe;Peces;PezOseo;Cathorops wayuu;Chivo mapalé guajiro;Eviscerado enhielado
Caribe;Peces;PezOseo;Cathorops wayuu;Chivo mapalé guajiro;Eviscerado fresco
Caribe;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Entero enhielado
Caribe;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Entero fresco
Caribe;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Eviscerado
Caribe;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Eviscerado con gónada
Caribe;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Eviscerado enhielado
Caribe;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Eviscerado fresco
Caribe;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Entero enhielado
Caribe;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Entero fresco
Caribe;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Eviscerado
Caribe;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Eviscerado enhielado
Caribe;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Eviscerado fresco
Caribe;Peces;PezOseo;Centropomus spp.;Róbalos;Eviscerado fresco
Caribe;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero
Caribe;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero enhielado
Caribe;Peces;PezOseo;Centropomus undecimalis;Róbalo;Entero fresco
Caribe;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado
Caribe;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado enhielado
Caribe;Peces;PezOseo;Centropomus undecimalis;Róbalo;Eviscerado fresco
Caribe;Peces;PezOseo;Cephalopholis cruentata;Cabrilla mamita;Eviscerado fresco
Caribe;Peces;PezOseo;Cephalopholis fulva;Cabrilla mulata;Entero fresco
Caribe;Peces;PezOseo;Cetengraulis edentulus;Bocona, raboamarillo;Entero fresco
Caribe;Peces;PezOseo;Chaetodipterus faber;Falsa isabelita, Paguara;Entero enhielado
Caribe;Peces;PezOseo;Chaetodipterus faber;Falsa isabelita, Paguara;Entero fresco
Caribe;Peces;PezOseo;Chaetodipterus faber;Falsa isabelita, Paguara;Eviscerado
Caribe;Peces;PezOseo;Chaetodipterus faber;Falsa isabelita, Paguara;Eviscerado con gónada
Caribe;Peces;PezOseo;Chaetodipterus faber;Falsa isabelita, Paguara;Eviscerado enhielado
Caribe;Peces;PezOseo;Chaetodipterus faber;Falsa isabelita, Paguara;Eviscerado fresco
Caribe;Peces;PezOseo;Chere;Chere;Entero enhielado
Caribe;Peces;PezOseo;Chere;Chere;Entero fresco
Caribe;Peces;PezOseo;Chere;Chere;Eviscerado enhielado
Caribe;Peces;PezOseo;Chere;Chere;Eviscerado fresco
Caribe;Peces;PezOseo;Chloroscombrus chrysurus;Dulcina;Entero
Caribe;Peces;PezOseo;Chloroscombrus chrysurus;Dulcina;Entero enhielado
Caribe;Peces;PezOseo;Chloroscombrus chrysurus;Dulcina;Entero fresco
Caribe;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero enhielado
Caribe;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero fresco
Caribe;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado enhielado
Caribe;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado fresco
Caribe;Peces;PezOseo;Conger triporiceps;Congrio dentón;Entero fresco
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Entero
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Entero enhielado
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Entero fresco
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Eviscerado
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Eviscerado con gónada
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Eviscerado enhielado
Caribe;Peces;PezOseo;Conodon nobilis;Canario, Ronco canario, Coco, Pañete, Guerrillero;Eviscerado fresco
Caribe;Peces;PezOseo;Corvula sanctaeluciae;Corvinata de piedra;Eviscerado
Caribe;Peces;PezOseo;Coryphaena hippurus;Dorado;Entero enhielado
Caribe;Peces;PezOseo;Coryphaena hippurus;Dorado;Entero fresco
Caribe;Peces;PezOseo;Coryphaena hippurus;Dorado;Eviscerado
Caribe;Peces;PezOseo;Coryphaena hippurus;Dorado;Eviscerado enhielado
Caribe;Peces;PezOseo;Coryphaena hippurus;Dorado;Eviscerado fresco
Caribe;Moluscos;Bivalvo;Crassostrea rhizophorae;Ostra;Carne
Caribe;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero enhielado
Caribe;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Entero fresco
Caribe;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Eviscerado enhielado
Caribe;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Eviscerado fresco
Caribe;Peces;PezOseo;Cynopotamus magdalenae;Chango;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion acoupa;Corvineta amarilla;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion acoupa;Corvineta amarilla;Entero fresco
Caribe;Peces;PezOseo;Cynoscion acoupa;Corvineta amarilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Cynoscion acoupa;Corvineta amarilla;Eviscerado fresco
Caribe;Peces;PezOseo;Cynoscion jamaicensis;Corvineta, Salmón, Melito;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion jamaicensis;Corvineta, Salmón, Melito;Entero fresco
Caribe;Peces;PezOseo;Cynoscion jamaicensis;Corvineta, Salmón, Melito;Eviscerado fresco
Caribe;Peces;PezOseo;Cynoscion leiarchus;Corvineta blanca;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion leiarchus;Corvineta blanca;Entero fresco
Caribe;Peces;PezOseo;Cynoscion leiarchus;Corvineta blanca;Eviscerado enhielado
Caribe;Peces;PezOseo;Cynoscion leiarchus;Corvineta blanca;Eviscerado fresco
Caribe;Peces;PezOseo;Cynoscion similis;Corvineta tonquicha;Entero fresco
Caribe;Peces;PezOseo;Cynoscion spp.;Corvina;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion spp.;Corvina;Eviscerado enhielado
Caribe;Peces;PezOseo;Cynoscion spp.;Corvina;Eviscerado fresco
Caribe;Peces;PezOseo;Cynoscion steindachneri;Maritza;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion steindachneri;Maritza;Eviscerado fresco
Caribe;Peces;PezOseo;Cynoscion virescens;Corvineta cambacú, Marulanga;Entero enhielado
Caribe;Peces;PezOseo;Cynoscion virescens;Corvineta cambacú, Marulanga;Entero fresco
Caribe;Peces;PezOseo;Cynoscion virescens;Corvineta cambacú, Marulanga;Eviscerado
Caribe;Peces;PezOseo;Cynoscion virescens;Corvineta cambacú, Marulanga;Eviscerado enhielado
Caribe;Peces;PezOseo;Cynoscion virescens;Corvineta cambacú, Marulanga;Eviscerado fresco
Caribe;Peces;PezOseo;Cynoscion microlepidotus;Corvineta dorada;Entero
Caribe;Peces;PezOseo;Cynoscion microlepidotus;Corvineta dorada;Eviscerado
Caribe;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Entero enhielado
Caribe;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Entero fresco
Caribe;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Eviscerado enhielado
Caribe;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Eviscerado fresco
Caribe;Peces;PezOseo;Dactylopterus volitans;Volador de fondo;Entero enhielado
Caribe;Peces;PezOseo;Decapterus macarellus;Caballeta macarela;Entero enhielado
Caribe;Peces;PezOseo;Decapterus macarellus;Caballeta macarela;Entero fresco
Caribe;Peces;PezOseo;Decapterus macarellus;Caballeta macarela;Eviscerado enhielado
Caribe;Peces;PezOseo;Decapterus tabl;Caballeta rabicolorada;Entero enhielado
Caribe;Peces;PezOseo;Decapterus tabl;Caballeta rabicolorada;Entero fresco
Caribe;Peces;PezOseo;Diapterus auratus;Mojarra cabucha;Entero
Caribe;Peces;PezOseo;Diapterus auratus;Mojarra cabucha;Entero enhielado
Caribe;Peces;PezOseo;Diapterus auratus;Mojarra cabucha;Entero fresco
Caribe;Peces;PezOseo;Diapterus auratus;Mojarra cabucha;Eviscerado enhielado
Caribe;Peces;PezOseo;Diapterus auratus;Mojarra cabucha;Eviscerado fresco
Caribe;Peces;PezOseo;Diapterus rhombeus;Mojarra caitipia;Entero enhielado
Caribe;Peces;PezOseo;Diapterus rhombeus;Mojarra caitipia;Entero fresco
Caribe;Peces;PezOseo;Diapterus rhombeus;Mojarra caitipia;Eviscerado fresco
Caribe;Peces;PezOseo;Diplodus caudimacula;Sargo de piedra;Entero enhielado
Caribe;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Entero enhielado
Caribe;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Entero fresco
Caribe;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Eviscerado
Caribe;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Eviscerado enhielado
Caribe;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Eviscerado fresco
Caribe;Peces;PezOseo;Elagatis bipinnulta;Macarela, Salmón;Eviscerado fresco
Caribe;Peces;PezOseo;Eleotris pisonis;Pez perro, Guabino;Entero enhielado
Caribe;Peces;PezOseo;Elops smithi;Macabí;Entero
Caribe;Peces;PezOseo;Elops smithi;Macabí;Entero enhielado
Caribe;Peces;PezOseo;Elops smithi;Macabí;Entero fresco
Caribe;Peces;PezOseo;Elops smithi;Macabí;Eviscerado
Caribe;Peces;PezOseo;Elops smithi;Macabí;Eviscerado enhielado
Caribe;Peces;PezOseo;Elops smithi;Macabí;Eviscerado fresco
Caribe;Peces;PezOseo;Enchelycore nigricans;Morena negra;Entero fresco
Caribe;Peces;PezOseo;Epinephelus adscensionis;Mero cabrilla;Entero enhielado
Caribe;Peces;PezOseo;Epinephelus adscensionis;Mero cabrilla;Entero fresco
Caribe;Peces;PezOseo;Epinephelus adscensionis;Mero cabrilla;Eviscerado
Caribe;Peces;PezOseo;Epinephelus adscensionis;Mero cabrilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Epinephelus adscensionis;Mero cabrilla;Eviscerado fresco
Caribe;Peces;PezOseo;Epinephelus itajara;Mero guasa;Entero enhielado
Caribe;Peces;PezOseo;Epinephelus itajara;Mero guasa;Entero fresco
Caribe;Peces;PezOseo;Epinephelus itajara;Mero guasa;Eviscerado enhielado
Caribe;Peces;PezOseo;Epinephelus itajara;Mero guasa;Eviscerado fresco
Caribe;Peces;PezOseo;Epinephelus itajara;Mero guasa;Filete
Caribe;Peces;PezOseo;Epinephelus morio;Mero rojo;Eviscerado enhielado
Caribe;Peces;PezOseo;Epinephelus spp.;Mero;Eviscerado enhielado
Caribe;Peces;PezOseo;Epinephelus striatus;Mero criollo;Entero fresco
Caribe;Peces;PezOseo;Epinephelus striatus;Mero criollo;Eviscerado enhielado
Caribe;Peces;PezOseo;Epinephelus striatus;Mero criollo;Eviscerado fresco
Caribe;Peces;PezOseo;Equetus lanceolatus;Obispo ronco;Entero
Caribe;Peces;PezOseo;Etelis oculatus;Pargo Rey, Pargo cacucho;Entero enhielado
Caribe;Peces;PezOseo;Etelis oculatus;Pargo Rey, Pargo cacucho;Eviscerado
Caribe;Peces;PezOseo;Etelis oculatus;Pargo Rey, Pargo cacucho;Eviscerado enhielado
Caribe;Peces;PezOseo;Etelis oculatus;Pargo Rey, Pargo cacucho;Eviscerado fresco
Caribe;Peces;PezOseo;Eucinostomus argenteus;Mojarra picona;Entero
Caribe;Peces;PezOseo;Eucinostomus argenteus;Mojarra picona;Entero fresco
Caribe;Peces;PezOseo;Eucinostomus argenteus;Mojarra picona;Eviscerado
Caribe;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Entero
Caribe;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Entero enhielado
Caribe;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Entero fresco
Caribe;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Eviscerado
Caribe;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Eviscerado enhielado
Caribe;Peces;PezOseo;Eucinostomus melanopterus;Mojarra de ley;Eviscerado fresco
Caribe;Peces;PezOseo;Eugerres plumieri;Mojarra rayada;Entero
Caribe;Peces;PezOseo;Eugerres plumieri;Mojarra rayada;Entero enhielado
Caribe;Peces;PezOseo;Eugerres plumieri;Mojarra rayada;Entero fresco
Caribe;Peces;PezOseo;Eugerres plumieri;Mojarra rayada;Eviscerado
Caribe;Peces;PezOseo;Eugerres plumieri;Mojarra rayada;Eviscerado enhielado
Caribe;Peces;PezOseo;Eugerres plumieri;Mojarra rayada;Eviscerado fresco
Caribe;Peces;PezOseo;Euthynnus alletteratus;Bonito, Bonitico;Entero enhielado
Caribe;Peces;PezOseo;Euthynnus alletteratus;Bonito, Bonitico;Entero fresco
Caribe;Peces;PezOseo;Euthynnus alletteratus;Bonito, Bonitico;Eviscerado
Caribe;Peces;PezOseo;Euthynnus alletteratus;Bonito, Bonitico;Eviscerado enhielado
Caribe;Peces;PezOseo;Euthynnus alletteratus;Bonito, Bonitico;Eviscerado fresco
Caribe;Peces;PezOseo;Fistularia petimba;Corneta roja;Entero
Caribe;Peces;PezOseo;Fistularia petimba;Corneta roja;Eviscerado enhielado
Caribe;Peces;PezOseo;Gerres cinereus;Mojarra blanca;Entero enhielado
Caribe;Peces;PezOseo;Gerres cinereus;Mojarra blanca;Entero fresco
Caribe;Peces;PezOseo;Gerres cinereus;Mojarra blanca;Eviscerado enhielado
Caribe;Peces;PezOseo;Gerres cinereus;Mojarra blanca;Eviscerado fresco
Caribe;Peces;PezOseo;Gymnothorax funebris;Morena verde;Entero enhielado
Caribe;Peces;PezOseo;Gymnothorax funebris;Morena verde;Entero fresco
Caribe;Peces;PezOseo;Haemulon aurolineatum;Ronco bravo;Entero enhielado
Caribe;Peces;PezOseo;Haemulon aurolineatum;Ronco bravo;Entero fresco
Caribe;Peces;PezOseo;Haemulon aurolineatum;Ronco bravo;Eviscerado enhielado
Caribe;Peces;PezOseo;Haemulon aurolineatum;Ronco bravo;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon bonariense;Ronco prieto;Entero
Caribe;Peces;PezOseo;Haemulon bonariense;Ronco prieto;Entero enhielado
Caribe;Peces;PezOseo;Haemulon bonariense;Ronco prieto;Entero fresco
Caribe;Peces;PezOseo;Haemulon bonariense;Ronco prieto;Eviscerado
Caribe;Peces;PezOseo;Haemulon bonariense;Ronco prieto;Eviscerado enhielado
Caribe;Peces;PezOseo;Haemulon bonariense;Ronco prieto;Eviscerado fresco
