SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Guineal_Oligoplites altus_Revuelto;3150;5850
Puerto de Gamarra_Plagioscion magdalenae_Pequeño;7000;7000
La Punta - Firme Cifuentes_Callinectes toxotes_Revuelto;10000;10000
Puerto Arriba (Dibulla)_Penaeus monodon_Grande;30000;30000
Puerto Arriba (Dibulla)_Chere_Pequeño;1489;1499
Puente Chambacú - Río Jella_Calamus brachysomus_Mediano;7000;7000
Puente Chambacú - Río Jella_Seriola peruana_Pequeño;10000;10000
Puente Chambacú - Río Jella_Acanthocybium solandri_Grande;18000;18000
Puerto Montecristo_Ageneiosus pardalis_Pequeño;10000;10000
Orejero_Colossoma macropomum_Grande;4000;4000
Puerto Simití_Brycon moorei_Revuelto;5048;5917
Marriaga_Kronoheros umbrifer_Revuelto;2927;2993
Marriaga_Hypostomus hondae_Revuelto;1975;1975
Champaché_Diapterus rhombeus_Mediano;8000;8000
Puerto Los Córdobas_Lutjanus synagris_Pequeño;20000;20000
Arroyito_Scomberomorus cavalla_Mediano;13985;13985
El Puerto (Tumaco)_Caranx caninus_Pequeño;6000;6000
El Puerto (Tumaco)_Bagre pinnimaculatus_Mediano;8000;8000
Puerto Amor_Colossoma macropomum_Revuelto;3750;3750
Punta Bonita_Selene brevoortii_Grande;6050;6950
Pizarro_Coryphaena hippurus_Revuelto;4007600;76000400
Cupica_Alectis ciliaris_Grande;14000;14000
Comercializadores independientes (Guapi)_Lobotes pacifica_Ranfaña;9000;9000
Comercializadores independientes (Guapi)_Scomberomorus sierra_Ranfaña;5000;5000
Bazurto_Lutjanus griseus_Pequeño;15000;15000
Bazurto_Sphyraena guachancho_Pequeño;10000;10000
Puente Chambacú - Río Jella_Caranx sexfasciatus_Grande;10000;10000
La Boquilla_Panulirus argus_Mediano;38317;58889
Bazurto_Albula vulpes_Grande;8800;8800
Bazurto_Anisotremus virginicus_Pequeño;5200;5200
Charambirá_Lepophidium spp._Grande;8600;12000
La Charca de Guarinocito_Salminus affinis_Revuelto;10342;19400
La Charca de Guarinocito_Brycon moorei_Revuelto;10381;18214
Arquimedes_Mugil incilis_Revuelto;2281;2281
Bazurto_Elops smithi_Revuelto;11000;11000
Pesquera Aspabab_Cynoscion phoxocephalus_Grande;10000;10000
Purricha_Menticirrhus panamensis_Pequeño;12000;12000
Barrio Abajo (Ciénaga)_Rhomboplites aurorubens_Revuelto;20000;20000
Barrio Abajo (Ciénaga)_Lutjanus purpureus_Grande;20000;20000
Barrio Abajo (Ciénaga)_Lutjanus purpureus_Revuelto;19387;19968
Barrio La Unión_Caranx bartholomaei_Revuelto;7857;9000
Cupica_Brotula clarkae_Grande;14000;14000
Cupica_Hyporthodus niphobles_Grande;14000;14000
Locadía_Lutjanus purpureus_Mediano;18000;19800
Puerto Rico [Meta]_Brachyplatystoma juruense_Revuelto;16000;16000
Cangrejito_Hyporthodus flavolimbatus_Grande;14000;14000
Cangrejito_Conodon nobilis_Pequeño;3000;3000
Mayapo_Sparisoma chrysopterum_Mediano;2500;2500
Pomeño_Parapsettus panamensis_Grande;12000;12000
Guineal_Oligoplites altus_Grande;6000;6000
Guineal_Paralonchurus spp._Revuelto;4000;4000
La Peinada_Oreochromis niloticus_Grande;6543;8120
La Peinada_Oreochromis niloticus_Extragrande;6891;6891
Carrizal_Anisotremus virginicus_Mediano;5000;5000
Pesquera Aspabab_Cynoscion albus_Revuelto;18000;18000
Bahía de Cispatá_Eucinostomus argenteus_Pequeño;3000;3000
Bahía de Cispatá_Eucinostomus argenteus_Mediano;5405;5405
Usaragá_Menticirrhus panamensis_Grande;8000;8000
Arquimedes_Pseudoplatystoma magdaleniatum_Pequeño;5000;5000
Usaragá_Hemiramphus saltator_Grande;7000;7000
Caño Grande_Brycon sinuensis_Revuelto;3688;3688
Casco urbano Roma_Colossoma macropomum_Pequeño;4000;4000
Puerto Rico [Meta]_Colossoma macropomum_Revuelto;12000;12000
Pizarro_Gnathanodon speciosus_Revuelto;8000;8000
Tribugá_Hoplopagrus guentherii_Grande;16000;16000
Tribugá_Centropomus viridis_Mediano;16000;16000
San Nicolás (Nechí)_Prochilodus magdalenae_Pequeño;6000;6000
Río San Miguel_Brycon falcatus_Revuelto;13987;13987
Puerto Antequera_Colossoma macropomum_Grande;8000;8000
Puerto del Pescado (San José Del Guaviare)_Plagioscion squamosissimus_Grande;5871;5927
Casco Urbano (San Juan de Urabá)_Lutjanus synagris_Pequeño;22000;22000
Las Delicias_Selene vomer_Pequeño;3000;3000
Puerto Principal (Leticia)_Psectrogaster amazonica_Pequeño;4460;4746
Puerto Principal (Leticia)_Leporinus agassizii_Pequeño;8449;11905
Puerto Principal (Leticia)_Pterygoplichthys pardalis_Revuelto;3749;4225
Puerto Principal (Leticia)_Chaetobranchus semifasciatus_Grande;10660;10660
Puerto Principal (Leticia)_Pseudoplatystoma punctifer_Grande;9375;9375
Puerto Principal (Leticia)_Hoplias malabaricus_Pequeño;8621;8621
Puerto Principal (Leticia)_Prochilodus rubrotaeniatus_Revuelto;9899;13896
Puerto Arriba (Dibulla)_Elops smithi_Pequeño;2000;2000
Puerto Principal (Leticia)_Hypophthalmus edentatus_Revuelto;10417;10417
Puerto Principal (Leticia)_Osteoglossum bicirrhosum_Pequeño;10870;10870
Puerto Principal (Leticia)_Hoplias malabaricus_Revuelto;6795;6795
Puerto Principal (Leticia)_Potamorhina pristigaster_Revuelto;5556;5556
Puerto Principal (Leticia)_Ageneiosus inermis_Pequeño;6718;8521
La Playa (El Banco)_Triportheus magdalenae_Revuelto;1000;1000
Bazurto_Haemulon bonariense_Grande;10000;10000
Puerto Asure_Oreochromis niloticus_Grande;8000;8000
Manaure Abajo_Caranx hippos_Mediano;9000;9000
Cabo Marzo_Coryphaena hippurus_Mediano;10000;10000
Cabo Marzo_Hyporthodus niphobles_Mediano;14000;14000
Aparca_Ageneiosus inermis_Revuelto;16000;16000
Bazurto_Sparisoma chrysopterum_Revuelto;5000;5000
Puerto Abajo (Dibulla)_Octopus vulgaris_Grande;20000;20000
Rincón del Mar_Lutjanus synagris_Pequeño;9375;9375
Champaché_Gerres cinereus_Pequeño;5000;5000
Desembarcadero (Juradó)_Trachinotus rhodopus_Mediano;18000;18000
Santa Cruz - Naya_Lutjanus novemfasciatus_Grande;13000;13000
Armenia_Oreochromis niloticus_Grande;6000;6000
Berlín_Plagioscion magdalenae_Grande;3099;4881
Santa Cruz - Naya_Lutjanus novemfasciatus_Mediano;13015;13015
Vida Tranquila_Ageneiosus pardalis_Mediano;2865;5000
Puerto Triunfo_Prochilodus magdalenae_Mediano;14000;14000
Betania (Montecristo)_Salminus affinis_Pequeño;3043;3043
Barrio Chino_Salminus affinis_Grande;4000;4000
Puerto del Cerrito_Cynopotamus magdalenae_Revuelto;1430;1970
Barrio Chino_Salminus affinis_Pequeño;2000;2000
Puerto de desembarco (Mitú)_Hypostomus varimaculosus_Mediano;20000;20000
Playa Pescadores - Capurganá_Apsilus dentatus_Grande;20000;20000
Mayapo_Heteropriacanthus cruentatus_Mediano;5000;5000
La Punta_Mugil liza_Pequeño;3600;3600
El Porvenir_Bairdiella ronchus_Pequeño;16045;16045
Sapzurro_Euthynnus alletteratus_Mediano;15849;15849
Sapzurro_Ocyurus chrysurus_Extragrande;30000;30000
Sapzurro_Caranx hippos_Grande;18000;18000
San José de la Calle_Pimelodus punctatus_Revuelto;7000;7000
Piedras Blancas_Diapterus auratus_Revuelto;6000;6000
El Pájaro_Bagre filamentosus_Mediano;2857;2857
Berrugas_Elops smithi_Grande;7503;7974
Berrugas_Sphyraena guachancho_Grande;10000;10000
La Tranca_Pangasianodon hypophthalmus_Grande;6973;6973
Palomar_Salminus affinis_Grande;3922;3922
Puerto Boquillas_Oreochromis niloticus_Pequeño;7000;7000
Puerto Boquillas_Plagioscion magdalenae_Grande;4150;6842
Barrio La Unión_Eugerres plumieri_Mediano;6000;6000
Desembarcadero (Juradó)_Acanthocybium solandri_Mediano;18000;18000
La Plata - Bahía Málaga_Sciades dowii_Grande;8000;8000
La Plata - Bahía Málaga_Bagre pinnimaculatus_Grande;8000;8000
Puerto del Pescado (San José Del Guaviare)_Leiarius marmoratus_Grande;5932;5932
La Plata - Bahía Málaga_Bagre panamensis_Varios tamaños;3000;3000
Puerto de desembarco (Barrancominas)_Brycon amazonicus_Revuelto;3000;3000
Río San Miguel_Prochilodus rubrotaeniatus_Mediano;13969;13969
Río San Miguel_Brycon hilarii_Mediano;15868;15868
Tribugá_Hemiramphus saltator_Revuelto;14000;14000
Sivirú_Genyatremus pacifici_Revuelto;10000;10000
Puerto Principal (Puerto Lleras)_Mylossoma albiscopum_Revuelto;12381;12381
Barrio Abajo (Ciénaga)_Melongena melongena_Grande;2000;2000
Playa Pescadores - Capurganá_Lutjanus buccanella_Revuelto;26000;26000
Mapiripán_Leiarius marmoratus_Revuelto;5200;7900
La Chamba_Pseudopimelodus magnus_Revuelto;10000;14000
Cartagena del Chairá_Ageneiosus inermis_Revuelto;14050;14950
Cartagena del Chairá_Platynematichthys notatus_Revuelto;14050;14950
Caño Lobo_Caranx hippos_Mediano;8000;8000
Berrugas_Lutjanus buccanella_Extragrande;20000;20000
Marriaga_Centropomus ensiferus_Pequeño;9375;9375
Vigía_Centropomus medius_Grande;12300;15000
Pizarro_Centropomus armatus_Revuelto;15000;15000
Puente Chambacú - Río Jella_Paralabrax callaensis_Mediano;10000;10000
La Punta - Firme Cifuentes_Notarius troschelii_Revuelto;5000;5000
Mapiripán_Brachyplatystoma juruense_Revuelto;10997;10997
Mapiripán_Plagioscion squamosissimus_Revuelto;1000;2693
Guineal_Lobotes pacifica_Pequeño;5000;5000
Puerto Asure_Sorubim cuspicaudus_Grande;8000;8000
El Roto_Notarius bonillai_Mediano;1778;1778
La Punta_Lutjanus purpureus_Grande;18944;19944
Taganga_Thunnus albacares_Mediano;10000;10000
Taganga_Kyphosus vaigiens_Grande;6000;6000
Punta Bonita_Cynoscion phoxocephalus_Grande;14000;14000
Jurubirá_Tylosurus pacificus_Grande;12000;12000
San Miguel (Puerto Gaitán)_Brachyplatystoma juruense_Grande;12000;12000
San Miguel (Puerto Gaitán)_Brachyplatystoma platynemum_Grande;12000;12000
Limones_Caulolatilus affinis_Pequeño;5000;5000
Popoya Playa_Rhonciscus crocro_Mediano;4375;4375
Concepción - Tacamocho_Megaleporinus muyscorum_Revuelto;1667;1667
Las Brisas_Plagioscion magdalenae_Mediano;7000;7000
Pomeño_Lutjanus guttatus_Revuelto;14000;14000
Puerto Arriba (Dibulla)_Epinephelus adscensionis_Mediano;13548;13548
Berrugas_Epinephelus itajara_Mediano;20000;20000
Virudó_Acanthocybium solandri_Revuelto;12000;12000
Casco Urbano (Arauca)_Pseudopimelodus sp. 4_Revuelto;4000;4000
Primera Ensenada_Caranx hippos_Grande;18000;18000
Yaguará_Pimelodus yuma_Revuelto;14125;15945
Miramar - Bahía Málaga_Centropomus armatus_Varios tamaños;12000;12000
La Ensenada_Diapterus brevirostris_Revuelto;2500;2500
Puerto Miraflores_Lutjanus guttatus_Grande;16000;16000
Puerto Miraflores_Caranx sexfasciatus_Grande;14000;14000
Punta Ardita_Scomberomorus sierra_Mediano;10000;10000
Puerto Principal (Leticia)_Phractocephalus hemioliopterus_Pequeño;5838;7074
Puerto Principal (Leticia)_Hypophthalmus marginatus_Pequeño;4299;6686
Puerto Principal (Leticia)_Potamorhina altamazonica_Revuelto;3908;5180
Puerto Principal (Leticia)_Hypophthalmus marginatus_Grande;6993;6993
Puerto Principal (Leticia)_Brachyplatystoma platynemum_Pequeño;6944;6944
Bocanegra_Cynoscion virescens_Grande;14000;14000
El Pájaro_Lachnolaimus maximus_Mediano;3077;3077
Amarales_Macrodon mordax_Mediano;15000;15000
Mayapo_Eucinostomus melanopterus_Grande;8300;10000
Berrugas_Epinephelus itajara_Grande;20000;20000
Puerto Simití_Salminus affinis_Revuelto;4918;4918
Cabo de la Vela_Sphyraena barracuda_Revuelto;10000;10000
Jodedor_Scomberomorus brasiliensis_Mediano;16100;17900
Orpua_Caranx caninus_Mediano;12000;12000
Taganga_Acanthurus coeruleus_Mediano;5000;5000
Puerto Arriba (Dibulla)_Mugil incilis_Mediano;9000;9000
Corozal_Centropomus medius_Varios tamaños;8000;8000
Arrimadero La Unión_Lutjanus guttatus_Grande;16000;16000
Punta Bonita_Menticirrhus nasus_Pequeño;9000;9000
Corozal_Euthynnus lineatus_Varios tamaños;4000;4000
Malecón (Puerto Gaitán)_Piaractus orinoquensis_Revuelto;14000;14000
Puerto Abajo (Dibulla)_Trachinotus carolinus_Pequeño;6000;6000
Nueva Ola_Salminus affinis_Grande;3973;3973
Sivirú_Ariopsis seemanni_Revuelto;10000;10000
Puerto de desembarco (Mitú)_Hoplarchus psittacus_Pequeño;14667;14667
Chacón_Euthynnus lineatus_Varios tamaños;6000;6000
Milagros de la Mar_Brotula clarkae_Pequeño;10000;10000
Desembarcadero (Murindó)_Rhamdia guatemalensis_Revuelto;4710;4710
Buchadó_Kronoheros umbrifer_Pequeño;1158;1470
Punta de blanco_Trichopodus pectoralis_Revuelto;1571;1571
Galería (Guapi)_Haemulopsis leuciscus_Ranfaña;6250;6250
Sempegua_Oreochromis niloticus_Mediano;2800;2800
Sapzurro_Sphyraena barracuda_Pequeño;18000;18000
Caño Lobo_Lutjanus purpureus_Grande;24000;24000
La Boquilla_Panulirus argus_Revuelto;60000;60000
Manaure Abajo_Caranx bartholomaei_Pequeño;6000;6000
El Puerto (Puerto Carreño)_Brachyplatystoma filamentosum_Grande;12000;12000
El Puerto (Puerto Carreño)_Platynematichthys notatus_Grande;12000;12000
La Pedrera_Calophysus macropterus_Mediano;7901;7901
Las Flores_Trichiurus lepturus_Grande;4000;4000
Jodedor_Panulirus argus_Pequeño;44000;44000
Puerto Principal (Leticia)_Hypostomus niceforoi_Revuelto;3256;4712
Chontal_Cynoscion phoxocephalus_Revuelto;10000;10000
Betania - Naya_Bagre pinnimaculatus_Revuelto;6500;6501
Jurubirá_Mycteroperca xenarcha_Mediano;14000;14000
Chontal_Mugil cephalus_Pescado menudo;3000;3000
Virudó_Centropomus medius_Grande;12000;12000
Laguna Colorada_Sorubimichthys planiceps_Grande;7000;7000
Orpua_Lutjanus novemfasciatus_Mediano;16000;16000
Chontal_Ariopsis seemanni_Mediano;4000;4000
Palanca_Plagioscion magdalenae_Grande;4000;4000
Orpua_Epinephelus quinquefasciatus_Mediano;16000;16000
Orpua_Lutjanus peru_Mediano;16000;16000
Puerto principal (San Vicente del Caguán)_Megaleporinus trifasciatus_Revuelto;10000;10000
Virudó_Lutjanus argentiventris_Revuelto;12000;12000
Virudó_Centropomus robalito_Revuelto;12000;12000
Puerto de desembarco (Mitú)_Leiarius marmoratus_Mediano;20000;20000
Barrio Arriba - Barbosa (Magangué)_Colossoma macropomum_Grande;3023;3023
La T_Caranx ruber_Pequeño;7000;7000
La Tagua_Hemisorubim platyrhynchos_Pequeño;10000;10000
Cabo de la Vela_Mycteroperca cidi_Pequeño;10000;10000
El Valle_Seriola peruana_Varios tamaños;10200;13800
Miel de Abeja_Sciades dowii_Grande;6000;6000
Pesquera Aspabab_Centropomus viridis_Revuelto;18000;18000
Puerto Miraflores_Caranx caballus_Grande;14000;14000
Puerto Miraflores_Caranx vinctus_Grande;14000;14000
Puerto Miraflores_Haemulon flaviguttatum_Mediano;14000;14000
Ica-Copipa_Apsilus dentatus_Mediano;24000;24000
El Puerto (Tumaco)_Lutjanus novemfasciatus_Grande;12000;12000
Puerto Miraflores_Centropomus medius_Revuelto;14000;14000
Puerto Miraflores_Brycon meeki_Revuelto;14000;14000
Virudó_Notarius troschelii_Grande;12000;12000
Cartagena del Chairá_Sorubim lima_Revuelto;15000;15000
Taganga_Lutjanus purpureus_Grande;23981;23981
Cabo de la Vela_Lutjanus analis_Grande;11818;11818
Pomeño_Lutjanus argentiventris_Revuelto;14000;14000
Bocanegra_Centropomus ensiferus_Revuelto;17699;17699
Casco urbano Roma_Plagioscion magdalenae_Grande;6100;7900
Villa Venecia_Oreochromis niloticus_Grande;5684;7205
Bocanegra_Lutjanus synagris_Pequeño;11932;11932
El Ferry_Sorubim cuspicaudus_Mediano;6964;6964
Puerto Principal (Leticia)_Sorubim lima_Revuelto;6070;7337
Puerto Principal (Leticia)_Leporinus agassizii_Revuelto;8065;8065
Puerto Principal (Leticia)_Mylossoma albiscopum_Revuelto;7196;10308
San Antonio de Padua_Kronoheros umbrifer_Mediano;10000;10000
El Porvenir_Caranx bartholomaei_Revuelto;16807;16807
Puerto Asure_Ageneiosus pardalis_Revuelto;5052;5990
La Boquilla_Panulirus argus_Pequeño;50000;50000
Sapzurro_Caranx hippos_Revuelto;18000;18000
El Roto_Sciades proops_Pequeño;4762;4762
Cabo Marzo_Kyphosus ocyurus_Mediano;10000;10000
Miel de Abeja_Lutjanus peru_Grande;12000;12000
Miel de Abeja_Epinephelus quinquefasciatus_Grande;16000;16000
Miramar - Bahía Málaga_Epinephelus quinquefasciatus_Mediano;19000;19000
Miramar - Bahía Málaga_Lutjanus novemfasciatus_Varios tamaños;14000;14000
Betania - Naya_Sciades dowii_Extragrande;11000;11000
Pizarro_Paralonchurus spp._Revuelto;8000;8000
Bahía de Santa Marta_Holocentrus adscensionis_Pequeño;6299;6299
Bahía de Santa Marta_Scarus vetula_Mediano;5293;5824
Casino_Seriola dumerili_Grande;16004;16004
Agropez_Ariopsis canteri_Pequeño;4000;4000
Nueva Colonia_Strongylura timucu_Mediano;3003;3003
Champaché_Haemulon bonariense_Mediano;10000;10000
Puerto Chucha_Rachycentron canadum_Mediano;10345;10345
Sivirú_Cynoscion albus_Grande;12000;12000
Puerto (Orocué)_Pellona flavipinnis_Revuelto;6000;6000
La Tranca_Colossoma macropomum_Grande;3951;3951
Chacón_Lutjanus guttatus_Varios tamaños;9000;9000
Bahía de Santa Marta_Auxis thazard_Revuelto;8065;8065
Caño Lobo_Lobotes surinamensis_Grande;14000;14000
Malecón (Puerto Gaitán)_Pygocentrus cariba_Revuelto;6000;6000
El Pájaro_Caranx bartholomaei_Revuelto;3949;3949
Belén (San Marcos)_Piaractus brachypomus_Grande;5984;6035
Tribugá_Pristigenys serrula_Pequeño;14000;14000
Rincón del Mar_Lutjanus apodus_Mediano;17576;17576
Puerto Chucha_Oreochromis niloticus_Revuelto;7692;7692
San Miguel (Puerto Gaitán)_Zungaro zungaro_Grande;12000;12000
San Miguel (Puerto Gaitán)_Hydrolycus armatus_Grande;4000;4000
San Miguel (Puerto Gaitán)_Piaractus orinoquensis_Grande;12000;12000
Carrizal_Sphyraena barracuda_Grande;8000;8000
La Punta - Firme Cifuentes_Bagre pinnimaculatus_Revuelto;6000;6000
La Punta - Firme Cifuentes_Megalops atlanticus_Grande;7000;7000
Yaguará_Ichthyoelephas longirostris_Revuelto;16032;16032
Sivirú_Lutjanus argentiventris_Mediano;12000;12000
Guineal_Diapterus brevirostris_Revuelto;4000;4000
Popoya Playa_Cynoscion leiarchus_Grande;6957;6957
Policía fluvial (Quibdó)_Colossoma macropomum_Mediano;20000;20000
Rincón del Mar_Lutjanus jocu_Pequeño;16484;16484
Yaguará_Astronotus ocellatus_Revuelto;2174;2174
Carrizal_Lutjanus analis_Mediano;7000;7000
Puerto La Candelaria_Caquetaia kraussii_Revuelto;4348;4348
Punta Bonita_Centropomus viridis_Grande;14000;14000
Punta Bonita_Cynoscion albus_Revuelto;18000;18000
Muelle Principal (Puerto Leguízamo)_Aguarunichthys inpai_Revuelto;8000;8000
Arrimadero La Unión_Epinephelus quinquefasciatus_Revuelto;12000;12000
Morrosquillo_Mugil incilis_Pequeño;6000;6000
Tajamar Occidental_Lutjanus griseus_Mediano;22609;22609
Playa Pescadores - Capurganá_Lutjanus buccanella_Mediano;26000;26000
Mercado (Lorica)_Cynopotamus atratoensis_Mediano;2174;2174
El Pedral_Cynopotamus magdalenae_Revuelto;2657;3523
El Pájaro_Caranx latus_Revuelto;3871;3871
Purricha_Notarius spp._Grande;10000;10000
Mayapo_Rhomboplites aurorubens_Mediano;4889;5742
Taganga_Lutjanus mahogoni_Pequeño;10000;10000
Arquimedes_Lutjanus spp._Pequeño;20000;20000
Ciénaga de Mesolandia_Triportheus magdalenae_Revuelto;2276;2276
Puerto Miraflores_Epinephelus quinquefasciatus_Grande;16000;16000
Las Delicias_Trichiurus lepturus_Mediano;2500;2500
Laguna Colorada_Pinirampus pirinampu_Revuelto;5000;5000
Villa Fátima_Scomberomorus cavalla_Mediano;23986;24000
Villa Fátima_Epinephelus adscensionis_Mediano;14000;14000
Las Delicias_Umbrina broussonnetii_Revuelto;6000;6000
Puerto Principal (Leticia)_Triportheus angulatus_Revuelto;5500;5500
Puerto Principal (Leticia)_Pellona flavipinnis_Pequeño;10526;10526
Puerto Principal (Leticia)_Hypophthalmus marginatus_Revuelto;7070;11600
Playa de Arusí_Haemulon flaviguttatum_Revuelto;14000;14000
Puerto Principal (Leticia)_Pinirampus pirinampu_Pequeño;7895;7895
Puerto Principal (Leticia)_Ageneiosus inermis_Revuelto;8065;8065
Puerto Principal (Leticia)_Platystomatichthys sturio_Grande;11905;11905
Puerto Principal (Leticia)_Osteoglossum bicirrhosum_Mediano;8621;8621
Puerto Principal (Leticia)_Pimelodus blochii_Revuelto;6000;6000
Tajamar Occidental_Scomberomorus cavalla_Pequeño;16667;16667
Puerto Rico [Meta]_Sorubimichthys planiceps_Pequeño;10000;10000
Puerto Rico [Meta]_Sorubim lima_Revuelto;5000;5000
Puente Chambacú - Río Jella_Trachinotus rhodopus_Mediano;10000;10000
Casco Urbano (Arauca)_Phractocephalus hemioliopterus_Revuelto;6000;6000
Pomeño_Scomberomorus sierra_Pequeño;12000;12000
Las Delicias_Upeneus parvus_Revuelto;3000;3000
Codis_Scomberomorus brasiliensis_Mediano;19565;19565
Jurubirá_Centropomus viridis_Mediano;15000;15000
Popoya Playa_Trichiurus lepturus_Mediano;12500;12500
Champaché_Centropomus pectinatus_Pequeño;10000;10000
Sapzurro_Lutjanus vivanus_Revuelto;30000;30000
La T_Auxis thazard_Revuelto;5000;5000
Betania - Naya_Lutjanus peru_Grande;20000;20000
Betania - Naya_Lutjanus guttatus_Mediano;20000;20000
La Punta_Mycteroperca bonaci_Mediano;20000;20000
Betania - Naya_Centropomus medius_Mediano;13000;13000
