Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Categoría comercial
Pacífico;Crustáceos;Jaiba;Maiopsis panamensis;Cangrejo araña ;Grande
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Grande
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Mediano
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Pequeño
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Revuelto
Pacífico;Peces;PezOseo;Megalops atlanticus;Sábalo;Varios tamaños
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Pequeño
Pacífico;Moluscos;Caracol;Melongena patula;Caracol pateburro;Revuelto
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Grande
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Mediano
Pacífico;Peces;PezOseo;Menticirrhus nasus;Botellona;Varios tamaños
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Grande
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Mediano
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Pequeño
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Ranfaña
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Revuelto
Pacífico;Peces;PezOseo;Menticirrhus panamensis;Botellona;Varios tamaños
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Grande
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Mediano
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Pequeño
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Revuelto
Pacífico;Peces;PezOseo;Menticirrhus spp.;Coroncoros;Varios tamaños
Pacífico;Peces;PezOseo;Microlepidotus brevipinnis;Veranera rayada;Pequeño
Pacífico;Peces;PezOseo;Microlepidotus brevipinnis;Veranera rayada;Revuelto
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Grande
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Mediano
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Pequeño
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Revuelto
Pacífico;Peces;PezOseo;Mugil cephalus;Lisa rayada;Varios tamaños
Pacífico;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Grande
Pacífico;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Mediano
Pacífico;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Pequeño
Pacífico;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Revuelto
Pacífico;Peces;PezOseo;Mulloidichthys dentatus;lisa peruana;Mediano
Pacífico;Peces;PezOseo;Mycteroperca xenarcha;Chame;Grande
Pacífico;Peces;PezOseo;Mycteroperca xenarcha;Chame;Mediano
Pacífico;Peces;PezOseo;Mycteroperca xenarcha;Chame;Pequeño
Pacífico;Peces;PezOseo;Mycteroperca xenarcha;Chame;Revuelto
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Grande
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Mediano
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Pequeño
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Revuelto
Pacífico;Peces;PezOseo;Nebris occidentalis;Bocon;Varios tamaños
Pacífico;Peces;PezOseo;Nematistius pectoralis;Pejegallo;Grande
Pacífico;Peces;PezOseo;Nematistius pectoralis;Pejegallo;Mediano
Pacífico;Peces;PezOseo;Nematistius pectoralis;Pejegallo;Pequeño
Pacífico;Peces;PezOseo;Nematistius pectoralis;Pejegallo;Revuelto
Pacífico;Peces;PezOseo;Nematistius pectoralis;Pejegallo;Varios tamaños
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Grande
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Mediano
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Pequeño
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Revuelto
Pacífico;Peces;PezOseo;Notarius spp.;Ñato;Varios tamaños
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Grande
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Mediano
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Pequeño
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Pescado especial
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Ranfaña
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Revuelto
Pacífico;Peces;PezOseo;Notarius troschelii;Ñato;Varios tamaños
Pacífico;Peces;PezOseo;Occidentarius platypogon;Ñato;Mediano
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Grande
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Mediano
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Pequeño
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Pescado grueso
Pacífico;Peces;PezOseo;Oligoplites altus;Rascapalo amarillo;Revuelto
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Grande
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Revuelto
Pacífico;Peces;PezOseo;Oligoplites saurus inornatus;Rascapalo;Varios tamaños
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Grande
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Mediano
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Revuelto
Pacífico;Peces;PezOseo;Oligoplites spp.;Rascapalo;Varios tamaños
Pacífico;Peces;PezOseo;Ophioscion spp.;Corvina loca Loca Botellona loca;Grande
Pacífico;Peces;PezOseo;Ophioscion spp.;Corvina loca Loca Botellona loca;Revuelto
Pacífico;Peces;PezOseo;Opisthonema medirastre;Plumuda;Grande
Pacífico;Peces;PezOseo;Opisthonema spp.;Plumuda;Pequeño
Pacífico;Peces;PezOseo;Opisthonema spp.;Plumuda;Revuelto
Pacífico;Peces;PezOseo;Orthopristis chalcea;Veranera rayada;Pequeño
Pacífico;Peces;PezOseo;Otros grueso;Otros;Revuelto
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Grande
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Mediano
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Pequeño
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Pescado menudo
Pacífico;Peces;PezOseo;Otros menudo;Otros menudo;Revuelto
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Grande
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Mediano
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Pequeño
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Pescado especial
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Ranfaña
Pacífico;Peces;PezOseo;Otros pescadilla;Otros pescadilla;Revuelto
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Grande
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Pequeño
Pacífico;Crustáceos;Langosta;Panulirus gracilis;Langosta pacifico;Revuelto
Pacífico;Peces;PezOseo;Paralabrax callaensis;Parela;Mediano
Pacífico;Peces;PezOseo;Paralabrax callaensis;Parela;Varios tamaños
Pacífico;Peces;PezOseo;Paralabrax loro;Negrito;Mediano
Pacífico;Peces;PezOseo;Paralabrax loro;Negrito;Pequeño
Pacífico;Peces;PezOseo;Paralabrax loro;Negrito;Revuelto
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Grande
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Mediano
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Pequeño
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Ranfaña
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Revuelto
Pacífico;Peces;PezOseo;Paralonchurus dumerilii;Siete presas;Varios tamaños
Pacífico;Peces;PezOseo;Paralonchurus spp.;Botellona Loca Camiseta;Revuelto
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Grande
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Mediano
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Pequeño
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Revuelto
Pacífico;Peces;PezOseo;Parapsettus panamensis;Palma;Varios tamaños
Pacífico;Peces;PezOseo;Paraselene orstedii;Espejuelo redondo;Pequeño
Pacífico;Peces;PezOseo;Paraselene orstedii;Espejuelo redondo;Revuelto
Pacífico;Crustáceos;Camaron;Penaeus brevirostris;Camarón rojo;Mediano
Pacífico;Crustáceos;Camaron;Penaeus brevirostris;Camarón rojo;Revuelto
Pacífico;Crustáceos;Camaron;Penaeus californiensis;Camarón café;Grande
Pacífico;Crustáceos;Camaron;Penaeus californiensis;Camarón café;Revuelto
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Grande
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Langostino
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Mediano
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Pequeño
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Revuelto
Pacífico;Crustáceos;Camaron;Penaeus occidentalis;Camarón blanco;Varios tamaños
Pacífico;Peces;PezOseo;Peprilus medius;Manteco;Grande
Pacífico;Peces;PezOseo;Peprilus medius;Manteco;Pequeño
Pacífico;Peces;PezOseo;Peprilus medius;Manteco;Revuelto
Pacífico;Peces;PezOseo;Peprilus snyderi;Manteco;Grande
Pacífico;Peces;PezOseo;Peprilus snyderi;Manteco;Pequeño
Pacífico;Peces;PezOseo;Peprilus snyderi;Manteco;Revuelto
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Grande
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Mediano
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Pequeño
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Revuelto
Pacífico;Peces;PezOseo;Peprilus spp.;Manteco;Varios tamaños
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Grande
Pacífico;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Revuelto
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Grande
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Mediano
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Pequeño
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Ranfaña
Pacífico;Peces;PezOseo;Polydactylus approximans;Barbeta blanca;Revuelto
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Grande
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Mediano
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Pequeño
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Ranfaña
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Revuelto
Pacífico;Peces;PezOseo;Polydactylus opercularis;Barbeta amarilla;Varios tamaños
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Pequeño
Pacífico;Peces;PezOseo;Pomadasys spp.;Pargo blanco Roncador;Revuelto
Pacífico;Peces;PezOseo;Pontinus furcirhinus;Guereguere;Pequeño
Pacífico;Peces;PezOseo;Pontinus furcirhinus;Guereguere;Revuelto
Pacífico;Peces;PezOseo;Pontinus sierra;Guere guere;Revuelto
Pacífico;Peces;PezOseo;Prionotus spp. ppalmente prionotus horrens;Pez rey pejerrey;Revuelto
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Pequeño
Pacífico;Crustáceos;Camaron;Protrachypene precipua;Camarón pomadilla;Revuelto
Pacífico;Peces;PezOseo;Pseudobalistes naufragium;Pejepuerco, Jabonera;Grande
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Pequeño
Pacífico;Peces;PezOseo;Pseudupeneus grandisquamis;Camotillo;Revuelto
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Grande
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Mediano
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Pequeño
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Revuelto
Pacífico;Peces;PezOseo;Rhencus macracanthus;Roncador;Varios tamaños
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Grande
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Mediano
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Pequeño
Pacífico;Peces;PezOseo;Rhencus panamensis;Curruca;Revuelto
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Grande
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Mediano
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Pequeño
Pacífico;Peces;PezOseo;Rhonciscus bayanus;Jojorro;Revuelto
Pacífico;Peces;PezOseo;Rhonciscus branickii;Kiskis;Pequeño
Pacífico;Peces;PezOseo;Rhonciscus branickii;Kiskis;Revuelto
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Grande
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Mediano
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Pequeño
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Revuelto
Pacífico;Peces;PezOseo;Sarda orientalis;Bonito;Varios tamaños
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Grande
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Mediano
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Pequeño
Pacífico;Peces;PezOseo;Schedophilus haedrichi;Pez uva;Varios tamaños
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Grande
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Mediano
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Pequeño
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Revuelto
Pacífico;Peces;PezOseo;Sciades dowii;Bagre moreno;Varios tamaños
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Grande
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Mediano
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Pequeño
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Pescado especial
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Ranfaña
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Revuelto
Pacífico;Peces;PezOseo;Scomberomorus sierra;Sierra;Varios tamaños
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Grande
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Mediano
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Pequeño
Pacífico;Peces;PezOseo;Selar crumenophthalmus;Ojo gordo;Revuelto
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Grande
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Mediano
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Pequeño
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Revuelto
Pacífico;Peces;PezOseo;Selene brevoortii;Espejuelo carecaballo;Varios tamaños
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Grande
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Mediano
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Pequeño
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Revuelto
Pacífico;Peces;PezOseo;Selene peruviana;Viagra;Varios tamaños
Pacífico;Peces;PezOseo;Seriola lalandi;Bravo;Grande
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Grande
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Mediano
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Pequeño
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Revuelto
Pacífico;Peces;PezOseo;Seriola peruana;Guayaipe;Varios tamaños
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Grande
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Mediano
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Pequeño
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Revuelto
Pacífico;Peces;PezOseo;Seriola rivoliana;Medregal limón;Varios tamaños
Pacífico;Peces;PezOseo;Serranidos;Chernas;Grande
Pacífico;Peces;PezOseo;Serranidos;Chernas;Pequeño
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Grande
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Mediano
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Pequeño
Pacífico;Peces;PezOseo;Sphoeroides spp.;Merito tamborero;Revuelto
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Grande
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Mediano
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Pequeño
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Revuelto
Pacífico;Peces;PezOseo;Sphyraena ensis;Picúa;Varios tamaños
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Grande
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Mediano
Pacífico;Peces;PezOseo;Sphyraena idiastes;Picúa grande;Revuelto
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Mediano
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Pequeño
Pacífico;Peces;PezOseo;Sphyraena qenie;Champeta;Revuelto
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Grande
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Revuelto
Pacífico;Peces;PezOseo;Sphyraena spp.;Picúas;Varios tamaños
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Grande
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Mediano
Pacífico;Peces;PezOseo;Stellifer scierus;Botellona, Corvina;Revuelto
Pacífico;Peces;PezOseo;Sufflamen verres;Porroporro;Grande
Pacífico;Peces;PezOseo;Sufflamen verres;Porroporro;Mediano
Pacífico;Peces;PezOseo;Sufflamen verres;Porroporro;Revuelto
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Grande
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Mediano
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Pequeño
Pacífico;Peces;PezOseo;Thunnus alalunga;Albacora;Revuelto
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Grande
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Mediano
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Pequeño
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Revuelto
Pacífico;Peces;PezOseo;Thunnus albacares;Atún aleta amarilla;Varios tamaños
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Grande
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Mediano
Pacífico;Peces;PezOseo;Thunnus obesus;Atún ojo gordo;Varios tamaños
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Grande
Pacífico;Peces;PezOseo;Thunnus spp.;Atún;Mediano
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Grande
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Mediano
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Pequeño
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Revuelto
Pacífico;Peces;PezOseo;Trachinotus kennedyi;Pampano vientre amarillo pacífico;Varios tamaños
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Grande
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Mediano
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Pequeño
Pacífico;Peces;PezOseo;Trachinotus paitensis;Pampano gris;Revuelto
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Grande
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Mediano
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Pequeño
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Revuelto
Pacífico;Peces;PezOseo;Trachinotus rhodopus;Pámpano rayado;Varios tamaños
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Grande
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Mediano
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Pequeño
Pacífico;Peces;PezOseo;Trachinotus stilbe;Pampano blanco;Revuelto
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Grande
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Mediano
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Pequeño
Pacífico;Crustáceos;Camaron;Trachypenaeus spp.;Camarón tigre;Revuelto
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Grande
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Mediano
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Pequeño
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Revuelto
Pacífico;Peces;PezOseo;Tylosurus fodiator;Agujilla;Varios tamaños
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Grande
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Mediano
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Pequeño
Pacífico;Peces;PezOseo;Tylosurus pacificus;Chere;Revuelto
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Grande
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Mediano
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Pequeño
Pacífico;Peces;PezOseo;Tylosurus spp.;Aguja agujilla, chere;Varios tamaños
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Grande
Pacífico;Peces;PezOseo;Umbrina bussingi;Loco de altura;Revuelto
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Mediano
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Pequeño
Pacífico;Peces;PezOseo;Umbrina xanti;Corvina rayada;Revuelto
Pacífico;Peces;PezOseo;Uraspis helvola;Castalia;Pequeño
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Pequeño
Pacífico;Peces;PezOseo;Xenichthys spp.;Ojón;Revuelto
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Grande
Pacífico;Peces;PezOseo;Xenichthys xanti;Ojón rayado;Pequeño
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Extragrande
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Grande
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Pequeño
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Ranfaña
Pacífico;Crustáceos;Camaron;Xiphopenaeus riveti;Camarón tití pacífico;Revuelto
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Extragrande
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Grande
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Mediano
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pequeño
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pescado especial
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Revuelto
Atrato;Peces;PezOseo;Ageneiosus pardalis;Doncella;Varios tamaños
Atrato;Peces;PezOseo;Anchovia clupeoides;Anchoa bocona;Pequeño
Atrato;Peces;PezOseo;Astyanax atratoensis;Sardina lunareja;Grande
Atrato;Peces;PezOseo;Astyanax fasciatus;Sardina rabicolorada;Revuelto
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Pequeño
Atrato;Peces;PezOseo;Bagre bagre;Bagre blanco;Revuelto
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Grande
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Pequeño
Atrato;Peces;PezOseo;Bagre filamentosus;Bagre bandera;Revuelto
Atrato;Peces;PezOseo;Batrochoglanis transmontanus;Sapian;Pequeño
Atrato;Peces;PezOseo;Brycon meeki;Sábalo de río;Extragrande
Atrato;Peces;PezOseo;Brycon meeki;Sábalo de río;Mediano
Atrato;Peces;PezOseo;Brycon meeki;Sábalo de río;Pequeño
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Extragrande
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Grande
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Mediano
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Pequeño
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Revuelto
Atrato;Peces;PezOseo;Brycon moorei;Dorada;Varios tamaños
Atrato;Peces;PezOseo;Brycon oligolepis;Zabaleta de Castilla;Pequeño
Atrato;Peces;PezOseo;Brycon sp.;Singo;Pequeño
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Grande
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Mediano
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Pequeño
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Revuelto
Atrato;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Varios tamaños
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Grande
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Pequeño
Atrato;Peces;PezOseo;Cathorops mapale;Chivo mapalé;Revuelto
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Mediano
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Pequeño
Atrato;Peces;PezOseo;Centropomus ensiferus;Róbalo congo;Revuelto
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Mediano
Atrato;Peces;PezOseo;Centropomus pectinatus;Róbalo baileta;Revuelto
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Extragrande
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Grande
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Mediano
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Pequeño
Atrato;Peces;PezOseo;Centropomus undecimalis;Róbalo;Revuelto
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Extragrande
