Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Categoría comercial
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Grande
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Pequeño
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Revuelto
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Varios tamaños
Orinoquía;Peces;PezOseo;Boulengerella  cuvieri;Agujeto;Revuelto
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Grande
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Mediano
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Revuelto
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Grande
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Mediano
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Pequeño
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Revuelto
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Grande
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Mediano
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Pequeño
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Revuelto
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Grande
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Mediano
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Revuelto
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Varios tamaños
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Grande
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Mediano
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Pequeño
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Revuelto
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Varios tamaños
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Grande
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Mediano
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Pequeño
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Revuelto
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Varios tamaños
Orinoquía;Peces;PezOseo;Brycon hilarii;Sábalo;Revuelto
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Mediano
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Revuelto
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Pequeño
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Revuelto
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Grande
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Mediano
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Revuelto
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Varios tamaños
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Revuelto
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Varios tamaños
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Revuelto
Orinoquía;Peces;PezOseo;Chalceus epakros;Ararí de línea;Revuelto
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Pequeño
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Revuelto
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Pequeño
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Revuelto
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Varios tamaños
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Pequeño
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto
Orinoquía;Peces;PezOseo;Crenicichla sp.;Mataguaro Ventuari;Revuelto
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Pequeño
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Revuelto
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Varios tamaños
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Revuelto
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Varios tamaños
Orinoquía;Peces;PezOseo;Exallodontus aguanai;Capitán amarillo;Revuelto
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Pequeño
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Revuelto
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Varios tamaños
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Grande
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Mediano
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Pequeño
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Revuelto
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Varios tamaños
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Mediano
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Varios tamaños
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Revuelto
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Varios tamaños
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Grande
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Mediano
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Pequeño
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Revuelto
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Varios tamaños
Orinoquía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Revuelto
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Pequeño
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Revuelto
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Varios tamaños
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Grande
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Revuelto
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Varios tamaños
Orinoquía;Peces;PezOseo;Hypophthalmus sp. 1;Faisán;Revuelto
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Grande
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Mediano
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Pequeño
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Revuelto
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Varios tamaños
Orinoquía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Mediano
Orinoquía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Revuelto
Orinoquía;Peces;PezOseo;Leporinus agassizii;Omima;Revuelto
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Varios tamaños
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Revuelto
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Revuelto
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Varios tamaños
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Grande
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Pequeño
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Revuelto
Orinoquía;Peces;PezOseo;Megalonema platycephalum;Brillante;Revuelto
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Pequeño
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Revuelto
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Varios tamaños
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Grande
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Mediano
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Pequeño
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Revuelto
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Varios tamaños
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Grande
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Mediano
Orinoquía;Peces;PezOseo;Oxydoras niger;Sierra copora;Revuelto
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Grande
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Mediano
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Pequeño
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Revuelto
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Varios tamaños
Orinoquía;Peces;PezOseo;Pachypops fourcroi;Burra;Pequeño
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Grande
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Revuelto
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Grande
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Mediano
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Pequeño
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Revuelto
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Varios tamaños
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Revuelto
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Extragrande
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Grande
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Mediano
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Pequeño
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Revuelto
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Grande
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Mediano
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Pequeño
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Revuelto
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Varios tamaños
Orinoquía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Revuelto
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Grande
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Pequeño
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Revuelto
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Varios tamaños
Orinoquía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Varios tamaños
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Grande
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Mediano
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Pequeño
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Revuelto
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Varios tamaños
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Grande
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Mediano
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Pequeño
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Revuelto
Orinoquía;Peces;PezOseo;Plagioscion squamosissimus;Corvina;Varios tamaños
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Grande
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Mediano
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Pequeño
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Revuelto
Orinoquía;Peces;PezOseo;Platynematichthys notatus;Tigrito;Varios tamaños
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Mediano
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Pequeño
Orinoquía;Peces;PezOseo;Platysilurus mucosus;Doncella;Revuelto
Orinoquía;Peces;PezOseo;Platystomatichthys sturio;Doncella;Revuelto
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Pequeño
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Revuelto
Orinoquía;Peces;PezOseo;Potamorhina altamazonica;Branquiña;Varios tamaños
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Grande
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Mediano
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Pequeño
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Revuelto
Orinoquía;Peces;PezOseo;Prochilodus mariae;Bocachico;Varios tamaños
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 3;Bagre sapo;Revuelto
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 4;Barriga de sapo;Revuelto
Orinoquía;Peces;PezOseo;Pseudopimelodus sp. 4;Barriga de sapo;Varios tamaños
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Grande
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Mediano
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Pequeño
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Pescado especial
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Pescado grueso
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Revuelto
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Varios tamaños
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Grande
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Mediano
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Pequeño
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Revuelto
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Varios tamaños
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Pequeño
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Revuelto
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Varios tamaños
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Grande
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Mediano
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Pequeño
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Revuelto
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Varios tamaños
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Pequeño
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Revuelto
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Varios tamaños
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón ;Pequeño
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón ;Revuelto
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón ;Varios tamaños
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Grande
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Mediano
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Pequeño
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Revuelto
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Varios tamaños
Orinoquía;Peces;PezOseo;Pygocentrus sp.;Caribe negro;Grande
Orinoquía;Peces;PezOseo;Pygocentrus sp.;Caribe negro;Revuelto
Orinoquía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Pequeño
Orinoquía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Revuelto
Orinoquía;Peces;PezOseo;Salminus hilarii;Dorada;Revuelto
Orinoquía;Peces;PezOseo;Satanoperca daemon;Juan viejo daemón;Revuelto
Orinoquía;Peces;PezOseo;Satanoperca daemon;Juan viejo daemón;Varios tamaños
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Mediano
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Pequeño
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Revuelto
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Varios tamaños
Orinoquía;Peces;PezOseo;Semaprochilodus kneri;Yaraqui;Revuelto
Orinoquía;Peces;PezOseo;Semaprochilodus kneri;Yaraqui;Varios tamaños
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Grande
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Mediano
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Pequeño
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Revuelto
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Varios tamaños
Orinoquía;Peces;PezOseo;Serrasalmus elongatus;Caribe blanco;Revuelto
Orinoquía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Revuelto
Orinoquía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Varios tamaños
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Grande
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Pequeño
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Revuelto
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Varios tamaños
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Grande
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Mediano
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Pequeño
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Revuelto
Orinoquía;Peces;PezOseo;Sternarchorhynchus mormyrus;Cuchillo negro picudo;Grande
Orinoquía;Peces;PezOseo;Sternopygus macrurus;Caloche;Pequeño
Orinoquía;Peces;PezOseo;Sternopygus macrurus;Caloche;Revuelto
Orinoquía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Pequeño
Orinoquía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Revuelto
Orinoquía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Varios tamaños
Orinoquía;Peces;PezOseo;Trachycorystes trachycorystes;Ballenita;Revuelto
Orinoquía;Peces;PezOseo;Trachycorystes trachycorystes;Ballenita;Varios tamaños
Orinoquía;Peces;PezOseo;Triportheus venezuelensis;Arenca;Pequeño
Orinoquía;Peces;PezOseo;Triportheus venezuelensis;Arenca;Revuelto
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Grande
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Mediano
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Pequeño
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Revuelto
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Varios tamaños
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Extragrande
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Grande
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Mediano
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Revuelto
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Varios tamaños
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Grande
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Mediano
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Pequeño
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Revuelto
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Varios tamaños
Pacífico;Peces;PezOseo;Acanthurus nigricans;Navajuela;Grande
Pacífico;Peces;PezOseo;Acanthurus nigricans;Navajuela;Varios tamaños
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Mediano
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Pequeño
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Revuelto
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Varios tamaños
Pacífico;Peces;PezOseo;Achirus klunzingeri;Lenguado redondo;Grande
Pacífico;Peces;PezOseo;Achirus klunzingeri;Lenguado redondo;Pequeño
Pacífico;Peces;PezOseo;Albula pacifica;Lisa bonita;Grande
Pacífico;Peces;PezOseo;Albula pacifica;Lisa bonita;Pequeño
Pacífico;Peces;PezOseo;Albula pacifica;Lisa bonita;Revuelto
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Grande
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Mediano
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Pequeño
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Revuelto
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Varios tamaños
Pacífico;Peces;PezOseo;Aluterus monoceros;Marfilillo;Grande
Pacífico;Peces;PezOseo;Aluterus monoceros;Marfilillo;Mediano
Pacífico;Peces;PezOseo;Aluterus monoceros;Marfilillo;Revuelto
Pacífico;Moluscos;Bivalvo;Anadara similis;Piangua mediana;Mediano
Pacífico;Moluscos;Bivalvo;Anadara similis;Piangua mediana;Revuelto
Pacífico;Moluscos;Bivalvo;Anadara spp.;Piangua;Grande
Pacífico;Moluscos;Bivalvo;Anadara tuberculosa;Piangua grande;Grande
Pacífico;Moluscos;Bivalvo;Anadara tuberculosa;Piangua grande;Revuelto
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Grande
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Mediano
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Pequeño
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Revuelto
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Grande
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Mediano
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Pequeño
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Revuelto
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Varios tamaños
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Grande
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Mediano
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Pequeño
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Revuelto
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Varios tamaños
Pacífico;Peces;PezOseo;Auxis brachydorax;Madurito;Mediano
Pacífico;Peces;PezOseo;Auxis brachydorax;Madurito;Pequeño
Pacífico;Peces;PezOseo;Auxis eudorax;Cachorreta;Grande
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Grande
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Mediano
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Pequeño
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Ranfaña
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Revuelto
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Varios tamaños
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Grande
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Mediano
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Pequeño
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Ranfaña
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Revuelto
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Varios tamaños
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Grande
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Mediano
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Pequeño
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Revuelto
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Varios tamaños
Pacífico;Peces;PezOseo;Balistes polylepis;Pejecuera;Grande
Pacífico;Peces;PezOseo;Balistes polylepis;Pejecuera;Mediano
Pacífico;Peces;PezOseo;Balistes polylepis;Pejecuera;Revuelto
Pacífico;Peces;PezOseo;Balistes polylepis;Pejecuera;Varios tamaños
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Extragrande
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Grande
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Mediano
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Pequeño
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Revuelto
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Varios tamaños
Pacífico;Peces;PezOseo;Brotula ordwayi;Merluza;Mediano
Pacífico;Peces;PezOseo;Brotula ordwayi;Merluza;Pequeño
Pacífico;Peces;PezOseo;Brotula ordwayi;Merluza;Revuelto
Pacífico;Peces;PezOseo;Brotula ordwayi;Merluza;Varios tamaños
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Grande
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Mediano
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Pequeño
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Revuelto
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Varios tamaños
Pacífico;Peces;PezOseo;Calamus brachysomus;Pluma marotilla;Grande
Pacífico;Peces;PezOseo;Calamus brachysomus;Pluma marotilla;Mediano
Pacífico;Peces;PezOseo;Calamus brachysomus;Pluma marotilla;Pequeño
Pacífico;Peces;PezOseo;Calamus brachysomus;Pluma marotilla;Varios tamaños
Pacífico;Crustáceos;Jaiba;Callinectes toxotes;Jaiba;Grande
Pacífico;Crustáceos;Jaiba;Callinectes toxotes;Jaiba;Revuelto
