SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
La Gloria_ Red de enmalle fija continental_Triportheus magdalenae;0,074663403;0,151071429
La Gloria_ Red de enmalle fija continental_Trichopodus pectoralis;0,0953125;0,1234375
Rincón del Mar_ Buceo marino mixto_Acanthurus chirurgus;0,169791667;0,368125
Rincón del Mar_ Buceo marino mixto_Kyphosus sectatrix;0,75;0,75
Puerto Rico [Meta]_ Red de enmalle fija continental_Hypophthalmus sp. 1;0,357142857;0,357142857
Morrosquillo_ Línea de mano fija marina_Mugil liza;0,75;1,95
Puerto Amor_ Red de enmalle fija continental_Pimelodus yuma;0,066666669;0,209999993
Mayapo_ Buceo marino mixto_Octopus vulgaris;0,402857157;1,393333312
Mantequera_ Red de enmalle fija continental_Ageneiosus pardalis;0,159249997;0,894499992
Mayapo_ Buceo marino mixto_Lutjanus griseus;0,40952381;3
Bahía de Cispatá_ Atarraya_Lobotes surinamensis;0,210227273;2,5
Bahía de Cispatá_ Red de enmalle fija marina_Scomberomorus cavalla;0,816666667;2,1
Puerto Asure_ Chinchorra_Trachelyopterus insignis;0,120249997;0,12475
Puente Chambacú - Río Jella_ Línea de mano correteo curricán o trolling_Epinephelus spp.;11,75;39,75
Puerto Miraflores_ Palangre o espinel de fondo_Bagre pinnimaculatus;0,741706731;3,7625
Isla Fuerte_ Buceo marino mixto_Hypanus guttatus;4,5;4,5
Puente Chambacú - Río Jella_ Palangre o espinel de fondo_Hoplopagrus guentherii;2,075;7,35
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Pimelodus yuma;0,150000006;0,150000006
San Nicolás (Nechí)_ Red de enmalle fija continental_Loricariichthys brunneus;0,113068179;0,224071423
Puerto (Orocué)_ Línea de mano fija continental_Brachyplatystoma juruense;2,539999962;2,539999962
Puerto (Orocué)_ Línea de mano fija continental_Ageneiosus inermis;1,514285769;1,514285769
Santuario_ Atarraya_Brachyplatystoma tigrinum;2,153999937;3,665999997
Santuario_ Atarraya_Hydrolycus armatus;1,972000027;6,838000011
Casino_ Línea de mano fija marina_Seriola dumerili;0,713758945;10,42800007
Puerto Montecristo_ Atarraya_Cyphocharax magdalenae;0,094147287;0,155
Guineal_ Red de enmalle de encierro marina_Notarius spp.;0,875;3,625
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle de deriva continental_Sorubimichthys planiceps;3,247499931;12,72999997
Berlín_ Palangre calandrio_Sorubim cuspicaudus;0,494000006;1,75
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Megalops atlanticus;1,100000024;1,100000024
Mapiripán_ Red de enmalle de deriva continental_Pterodoras rivasi;3,280000019;4,400000095
Mapiripán_ Red de enmalle de deriva continental_Pseudoplatystoma metaense;3,450000048;21,25
Puerto Principal (Puerto Lleras)_ Línea de mano fija continental_Pseudoplatystoma metaense;5,419999838;12,80999975
Puerto Barrio El Progreso_ Atarraya_Curimata mivartii;0,140125;0,198461538
Puerto Barrio El Progreso_ Red de enmalle de deriva continental_Colossoma macropomum;9,65;12,35
Sivirú_ Red de enmalle camaronera_Polydactylus opercularis;0,141666667;0,672916667
Puerto Barrio El Progreso_ Línea de mano fija continental_Pseudoplatystoma magdaleniatum;1,35;4,289999962
La Gloria_ Red de enmalle fija continental_Colossoma macropomum;1,693333324;10,98000031
Sempegua_ Red de enmalle fija continental ciénaga_Caquetaia kraussii;0,060845588;0,083333333
Caño Lobo_ Buceo de caracol_Melongena melongena;0,005819598;0,062937063
Puerto El Waffe marino_ Red de enmalle fija marina_Caquetaia kraussii;0,152380952;0,32
Puerto de desembarco (Mitú)_ Línea de mano fija continental_Leiarius pictus;0,600000024;0,600000024
Bellavista_ Línea de mano fija marina_Sphyraena barracuda;6,25;10,75
Puerto Cabuyaro_ Red de enmalle fija continental_Piaractus orinoquensis;0,924999982;2,375
Agropez_ Red de enmalle fija marina_Cynoscion acoupa;0,066666667;0,178032605
Agropez_ Red de enmalle fija marina_Chloroscombrus chrysurus;0,056372549;0,187229104
Bahía de Cispatá_ Palangre o espinel de fondo_Cynoscion leiarchus;0,25;0,25
Santa Clara_ Red de enmalle fija continental_Cyphocharax magdalenae;0,066666667;0,066666667
Puerto Montecristo_ Red de enmalle fija continental_Cyphocharax magdalenae;0,081500001;0,130166669
Puente Chambacú - Río Jella_ Palangre o espinel de fondo_Trachinotus rhodopus;5;5
Puente Chambacú - Río Jella_ Palangre o espinel de fondo_Alectis ciliaris;5;5
El Llanito_ Atarraya_Piaractus brachypomus;6,75;6,75
El Llanito_ Palangre calandrio_Pseudopimelodus atricaudus;0,204999998;0,204999998
Cangrejito_ Palangre o espinel de fondo_Seriola dumerili;5,5;5,5
Punta de blanco_ Red de enmalle fija continental_Rhamdia guatemalensis;0,119999997;0,166
San Nicolás (Santa Cruz De Mompox)_ Palangre calandrio_Pseudoplatystoma magdaleniatum;0,313333333;3,720000029
Jodedor_ Red de enmalle fija marina_Lutjanus analis;1,15;5,825
Jodedor_ Red de enmalle fija marina_Cynoscion leiarchus;0,222222222;0,222222222
Jodedor_ Red de enmalle fija marina_Umbrina coroides;0,119283537;0,252083333
Agropez_ Línea de mano fija marina_Sphyraena guachancho;0,166666667;0,393406598
Jodedor_ Línea de mano fija marina_Selar crumenophthalmus;0,140553326;0,25
Jodedor_ Línea de mano fija marina_Chloroscombrus chrysurus;0,156581858;0,388528139
Santa Clara_ Atarraya_Cyphocharax magdalenae;0,058205904;0,1
Guacamayo_ Palangre calandrio_Ageneiosus pardalis;0,5;1,805000031
Honda_ Atarraya_Isorineloricaria tenuicauda;0,123233079;0,146643576
Lomita Arena_ Red de enmalle fija marina_Caranx crysos;0,242845527;0,677727268
Puerto Simití_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,716250002;1,9375
Guacamayo_ Red de enmalle fija continental_Trichopodus pectoralis;0,073550001;0,171428578
Bahía de Santa Marta_ Línea de mano correteo curricán o trolling_Selar crumenophthalmus;0,243000007;0,243000007
Concepción - Tacamocho_ Chinchorra_Sternopygus aequilabiatus;0,312222217;0,482666683
Mercado (Lorica)_ Buceo de peces_Oreochromis niloticus;0,169235718;0,306888883
Palomar_ Red de enmalle fija continental_Pseudopimelodus atricaudus;0,207249998;0,369750001
Puerto Arriba (Dibulla)_ Red de enmalle de encierro marina_Caranx lugubris;0,3;0,3
Puerto Boca_ Atarraya_Prochilodus magdalenae;0,153359225;0,474999994
Concepción - Tacamocho_ Red de enmalle fija continental_Colossoma macropomum;0,116500005;3,434999959
Concepción - Tacamocho_ Red de enmalle fija continental_Cynopotamus magdalenae;0,137625003;0,225000004
Playa de Arusí_ Palangre o espinel de fondo_Paralabrax loro;0,491333332;1,5
Pizarro_ Red de enmalle de deriva marina_Haemulopsis elongatus;0,199999998;0,243269231
Pesquera Aspabab_ Red de enmalle camaronera_Haemulopsis leuciscus;0,174358974;0,355306127
Puerto Miraflores_ Línea de mano fija marina_Cyclopsetta querna;0,75;0,75
Puerto Miraflores_ Línea de mano fija marina_Bagre pinnimaculatus;0,733333333;1,933333333
San Nicolás (Santa Cruz De Mompox)_ Palangre calandrio_Colossoma macropomum;2,099999905;2,099999905
El Puerto (Puerto Carreño)_ Palangre calandrio_Brachyplatystoma filamentosum;14;14
El Puerto (Puerto Carreño)_ Línea de mano fija continental_Serrasalmus spp.;0,75;0,75
Puerto Amor_ Red de enmalle fija continental_Trachelyopterus insignis;0,096499999;0,280000001
Bocanegra_ Red de enmalle fija marina_Cynoscion virescens;0,344166663;0,75
Bocanegra_ Red de enmalle fija marina_Rachycentron canadum;1,676999974;3,675
Dorada_ Red de enmalle fija continental_Cyphocharax magdalenae;0,081750002;0,098957785
Bahía de Cispatá_ Línea de mano fija marina_Pagrus pagrus;0,121;0,164583333
Puerto Asure_ Chinchorra_Triportheus magdalenae;0,081;0,099
Bahía de Cispatá_ Atarraya_Cathorops mapale;0,106007242;0,151521739
Nueva Estrella_ Atarraya_Triportheus magdalenae;0,0779661;0,0779661
Plaza de mercado (La Dorada)_ Palangre calandrio_Pimelodus yuma;0,058245192;0,068197115
La Boquilla_ Línea de mano fija marina_Balistes vetula;0,223333335;2,483333333
San José_ Red de encierro rastra_Hoplias malabaricus;0,199977721;0,308667553
San Nicolás (Nechí)_ Red de enmalle fija continental_Pterygoplichthys undecimalis;0,190624998;0,476250008
Chapundun_ Red de enmalle fija continental_Prochilodus magdalenae;0,262380952;0,592845224
Villa Fátima_ Red de enmalle de encierro marina_Rhomboplites aurorubens;0,277777778;0,277777778
Orpua_ Red de enmalle camaronera_Polydactylus opercularis;0,131153843;0,374431816
Orpua_ Red de enmalle camaronera_Caranx caballus;0,128333333;0,234000003
Orpua_ Red de enmalle camaronera_Notarius troschelii;0,290833334;1,25
Orpua_ Red de enmalle camaronera_Larimus acclivis;0,136666669;0,196666667
Manaure Abajo_ Red de enmalle de encierro marina_Balistes capriscus;0,25;0,251922255
Puerto Principal (Leticia)_ Red de enmalle fija continental_Oxydoras niger;1,25;1,25
Puerto Principal (Leticia)_ Red de enmalle fija continental_Serrasalmus spp.;0,224444444;0,264444444
Isla Fuerte_ Buceo marino mixto_Scomberomorus cavalla;0,85;1,74000001
Barrio Chino_ Red de enmalle fija continental_Pterygoplichthys undecimalis;0,120642855;0,388983334
Barrio Chino_ Palangre calandrio_Pseudopimelodus atricaudus;0,300000012;0,3405
Doña Ana_ Red de enmalle fija continental_Trachelyopterus insignis;0,136083334;0,180000007
Doña Ana_ Chinchorro continental_Brycon moorei;0,169999997;0,169999997
Puerto Chaparro_ Chinchorro continental_Colossoma macropomum;9,825;14,1
Marralú_ Red de enmalle de encierro continental_Pseudoplatystoma magdaleniatum;4,5;4,5
Puerto de las Canoas (Puerto Berrío)_ Red de enmalle de deriva continental_Sorubim cuspicaudus;0,75;2,373214286
Guineal_ Red de enmalle de encierro marina_Bagre panamensis;0,3;2,1
Concepción - Tacamocho_ Red de enmalle fija continental_Sorubim cuspicaudus;0,210000001;0,776999974
La Playa (El Banco)_ Chinchorro continental_Colossoma macropomum;4,825;10,675
San Luis_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,242666674;0,949999988
Río San Miguel_ Red de enmalle de deriva continental_Pseudoplatystoma tigrinum;2,599999905;2,599999905
Río San Miguel_ Red de enmalle de deriva continental_Salminus hilarii;0,303599995;1,549500048
La Gloria_ Red de enmalle fija continental_Curimata mivartii;0,133132509;0,155760369
Pizarro_ Red de enmalle camaronera_Menticirrhus panamensis;0,258928571;0,729166667
Pizarro_ Red de enmalle camaronera_Haemulopsis elongatus;0,125;0,264285714
Puerto El Waffe marino_ Red de enmalle fija marina_Oligoplites saliens;0,180555556;0,197089314
La Rampa (Barrancabermeja)_ Nasas de Peces_Pimelodus grosskopfii;0,067619048;0,148513902
Puerto de Gamarra_ Red de enmalle fija continental_Sternopygus aequilabiatus;0,546666667;0,741666667
Isla Fuerte_ Buceo marino mixto_Scomberomorus regalis;1,2875;1,773749959
Isla Fuerte_ Línea de mano correteo curricán o trolling_Caranx hippos;2,006666692;27
Isla Fuerte_ Línea de mano correteo curricán o trolling_Caranx crysos;0,320930233;0,933333333
Aparca_ Atarraya_Pseudoplatystoma tigrinum;8,346666845;16,625
Arquimedes_ Línea de mano fija marina_Bagre filamentosus;0,37372549;1,85
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Pseudopimelodus atricaudus;0,256250001;1,325000018
La Tranca_ Red de enmalle fija continental_Curimata mivartii;0,194999993;0,357142857
Jodedor_ Red de enmalle fija marina_Lutjanus synagris;0,158664773;0,389423077
Puerto Chaparro_ Red de enmalle de deriva continental_Notarius bonillai;1;1,25
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle de deriva continental_Hydrolycus armatus;1,85;11
Isla Fuerte_ Buceo marino mixto_Lobatus gigas;0,216044776;0,45
Bocanegra_ Red de enmalle fija marina_Panulirus argus;0,351999998;1,08
Bocas del Atrato_ Red de enmalle fija marina_Callinectes bocourti;0,114583333;0,1875
Bocanegra_ Red de enmalle de encierro marina_Callinectes sapidus;0,1;0,1
Puerto Rico [Meta]_ Red de enmalle de deriva continental_Hypophthalmus sp. 1;0,344444434;0,344444434
Guineal_ Red de enmalle fija marina_Centropomus medius;0,304166667;2,5
Casino_ Línea de mano fija marina_Cathorops mapale;0,096625001;0,333333333
Piedras Blancas_ Buceo marino mixto_Rhomboplites aurorubens;0,211805556;0,288533835
Muelle Hong Kong_ Red de enmalle fija continental_Oxydoras niger;3;3,949999905
Muelle Hong Kong_ Línea de mano fija continental_Pseudoplatystoma tigrinum;8;8
Cartagena del Chairá_ Palangre calandrio_Brachyplatystoma rousseauxii;11,30500007;20,79499979
Berrugas_ Chinchorro marino_Mulloidichthys martinicus;0,146327684;0,207051282
Clarinetero_ Atarraya_Hypophthalmus sp. 1;0,45999999;0,45999999
Berrugas_ Chinchorro marino_Ocyurus chrysurus;0,147058824;0,147058824
Berlín_ Palangre calandrio_Ageneiosus pardalis;0,483500013;1,4875
Arrimadero La Unión_ Palangre o espinel de fondo_Centropomus medius;1,071428571;1,071428571
Arrimadero La Unión_ Palangre o espinel de fondo_Epinephelus quinquefasciatus;4,564809783;34,1
Arrimadero La Unión_ Palangre o espinel de fondo_Coryphaena hippurus;5,072321429;7,945114943
Puerto de desembarco (Barrancominas)_ Red de enmalle de deriva continental_Brachyplatystoma platynemum;3,63599987;7,199999809
Puerto de desembarco (Barrancominas)_ Red de enmalle de deriva continental_Zungaro zungaro;14,35000014;38,27499962
Vida Tranquila_ Red de enmalle fija continental_Cyphocharax magdalenae;0,067284092;0,1485
Vida Tranquila_ Red de enmalle fija continental_Sorubim cuspicaudus;0,239999995;1,389999986
Vida Tranquila_ Red de enmalle fija continental_Ageneiosus pardalis;0,168833334;1,5
Palenquito_ Red de enmalle fija continental_Cyphocharax magdalenae;0,056464461;0,089963172
Puerto del Cerrito_ Red de enmalle fija continental ciénaga_Ageneiosus pardalis;0,151000005;0,379999995
Bahía de Cispatá_ Chinchorro marino_Peprilus paru;0,25;0,25
Bahía de Cispatá_ Línea de mano fija marina_Trachinotus goodei;0,152624997;0,705
Playa de Arusí_ Palangre o espinel de fondo_Sarda orientalis;1,375;1,375
Bahía de Cispatá_ Atarraya_Trichiurus lepturus;0,077777778;0,077777778
Pizarro_ Red de enmalle camaronera_Selene peruviana;0,103831418;0,661904762
San Nicolás (Santa Cruz De Mompox)_ Palangre calandrio_Sorubim cuspicaudus;0,260333331;2,257500023
Policía fluvial (Quibdó)_ Red de enmalle fija continental_Rhamdia guatemalensis;0,210808091;0,386710002
Policía fluvial (Quibdó)_ Línea de mano fija continental_Ctenolucius beani;0,154375002;0,212250007
Zapata_ Red de enmalle camaronera_Penaeus schmitti;0,033333333;0,041428571
Pizarro_ Red de enmalle camaronera_Diapterus brevirostris;0,209782609;0,4
Malecón (Puerto Gaitán)_ Palangre calandrio_Pygocentrus cariba;0,271999993;1,041428566
Malecón (Puerto Gaitán)_ Red de enmalle fija continental_Leiarius marmoratus;1;3,070000052
Puerto Asure_ Red de enmalle de encierro continental_Hoplias malabaricus;0,185750002;0,233349995
Puerto Asure_ Red de enmalle de encierro continental_Caquetaia kraussii;0,076024324;0,083807939
Puerto Asure_ Red de enmalle de encierro continental_Oreochromis niloticus;0,239999995;0,239999995
Puerto Asure_ Red de enmalle de encierro continental_Cyphocharax magdalenae;0,055079788;0,067249999
Puerto Asure_ Red de enmalle de encierro continental_Prochilodus magdalenae;0,110610796;0,132855116
Puerto Asure_ Red de enmalle de encierro continental_Triportheus magdalenae;0,082065115;0,090959997
Puerto Cabuyaro_ Red de enmalle fija continental_Zungaro zungaro;24,7800005;41,975
El Roto_ Red de enmalle fija marina_Lutjanus jocu;1,186000001;3,337999976
El Muelle (Puerto López)_ Chinchorro continental_Piaractus orinoquensis;2,367000043;4,5125
Puerto de desembarco (Barrancominas)_ Red de enmalle de deriva continental_Brachyplatystoma rousseauxii;7,5;17,66000004
Las Balsas_ Chinchorro continental_Piaractus orinoquensis;2,569583333;4,135
Puerto Miraflores_ Red de enmalle fija marina_Selene peruviana;0,070517241;0,098448276
Puerto Miraflores_ Red de enmalle fija marina_Sarda orientalis;0,248333333;1,118333333
Puerto Miraflores_ Palangre o espinel de fondo_Sphyraena ensis;0,489433268;3,183333333
Puerto ESSO_ Línea de mano fija continental_Pseudoplatystoma magdaleniatum;1,682518116;9,375
Puerto Miraflores_ Línea de mano fija marina_Diplectrum maximum;0,833333333;0,833333333
Puerto Miraflores_ Línea de mano fija marina_Epinephelus spp.;1,607142857;1,607142857
El Muelle (Puerto López)_ Chinchorro continental_Phractocephalus hemioliopterus;7,4;21,2
Puerto de los Jhonsons (Puerto Boyacá)_ Palangre calandrio_Ageneiosus pardalis;0,715625;1,475
Muelle Pescadores (Puerto Boyacá)_ Chinchorra_Ichthyoelephas longirostris;0,775;1,225
Puerto Miraflores_ Red de enmalle fija marina_Caranx melampygus;3;3
Puerto Miraflores_ Red de enmalle fija marina_Trachinotus stilbe;0,5375;2,475
Sivirú_ Red de enmalle fija marina_Diapterus brevirostris;0,095;0,5
Bellavista_ Línea de mano correteo curricán o trolling_Sciades proops;1,100000024;1,100000024
Bazurto_ Red de enmalle fija marina_Priacanthus arenatus;0,36375;0,775
Carrizal_ Red de enmalle fija marina_Centropomus undecimalis;1,915000021;3,130000043
Puerto Chaparro_ Red de enmalle de deriva continental_Pseudopimelodus atricaudus;2,791666667;6,1875
Caño Grande_ Atarraya_Cathorops mapale;0,128085715;0,132000005
Playa Necoclí_ Red de enmalle fija marina campaña_Euthynnus alletteratus;0,208097785;0,365048883
Puerto Chaparro_ Palangre calandrio_Pseudopimelodus atricaudus;0,54000001;1,660000038
Río San Miguel_ Red de enmalle fija continental_Panaque schaeferi;1,639999986;4,093000126
Río San Miguel_ Red de enmalle fija continental_Potamorhina altamazonica;0,299999992;0,299999992
Bahía de Santa Marta_ Línea de mano correteo curricán o trolling_Epinephelus adscensionis;0,176666657;0,176666657
Morrosquillo_ Línea de mano fija marina_Tylosurus spp.;0,3375;1,9125
Puerto Arriba (Dibulla)_ Red de enmalle de encierro marina_Conodon nobilis;0,2;0,5
Puerto Arriba (Dibulla)_ Chinchorro camaronero_Caranx hippos;0,35;13,1
Malecón (Puerto Gaitán)_ Palangre calandrio_Pterygoplichthys multiradiatus;0,167318176;0,30091519
Malecón (Puerto Gaitán)_ Palangre calandrio_Pygocentrus sp.;0,4082375;0,444012504
Mapiripán_ Red de enmalle de deriva continental_Zungaro zungaro;4,773999977;38,20999947
Mapiripán_ Palangre calandrio_Pterodoras rivasi;3,429999959;5,770000088
Costilla_ Red de enmalle fija continental_Spatuloricaria gymnogaster;0,061;0,166868685
